Player,Value,Squad
Dan Glazer,0.7,Nizhny Novgorod
Aleksandr Troshechkin,0.7,Nizhny Novgorod
Konstantin Maradishvili,0.5,Nizhny Novgorod
Anton Mukhin,0.25,Nizhny Novgorod
Luka Vesner Ticic,0.7,Nizhny Novgorod
Dmitriy Kalayda,0.15,Nizhny Novgorod
Nikita Ermakov,0.6,Nizhny Novgorod
Valeriy Tsarukyan,0.35,Nizhny Novgorod
Vladislav Karapuzov,0.4,Nizhny Novgorod
Juan Manuel Boselli,1.2,Nizhny Novgorod
Thiago Vecino,0.7,Nizhny Novgorod
Ognjen Ozegovic,0.5,Nizhny Novgorod
Zé Turbo,0.45,Nizhny Novgorod
Nikoloz Kutateladze,0.2,Nizhny Novgorod
Stanislav Lapinskiy,0.05,Nizhny Novgorod
David Volk,1.2,D'mo Makhachkala
Timur Magomedov,0.7,D'mo Makhachkala
Zaynudin Zaynudinov,0.0,D'mo Makhachkala
Valentin Paltsev,2.5,D'mo Makhachkala
Idar Shumakhov,1.0,D'mo Makhachkala
Jemal Tabidze,0.8,D'mo Makhachkala
Mutalip Alibekov,0.7,D'mo Makhachkala
Ilya Kirsh,0.3,D'mo Makhachkala
Vladimir Kovacevic,0.275,D'mo Makhachkala
Nikita Kotin,0.25,D'mo Makhachkala
Ilyas Akhmedov,0.0,D'mo Makhachkala
Temirkan Sundukov,0.8,D'mo Makhachkala
Jan Dapo,0.5,D'mo Makhachkala
Maksim Khramtsov,0.3,D'mo Makhachkala
Abakar Akaev,0.0,D'mo Makhachkala
Mohamed Azzi,0.8,D'mo Makhachkala
Soslan Kagermazov,0.7,D'mo Makhachkala
Aleksandr Sandrachuk,0.5,D'mo Makhachkala
Houssem Mrezigue,0.9,D'mo Makhachkala
Abdulpasha Dzhabrailov,0.3,D'mo Makhachkala
Nikita Glushkov,0.9,D'mo Makhachkala
Zalimkhan Yusupov,0.4,D'mo Makhachkala
Victorien Angban,0.4,D'mo Makhachkala
Anton Krachkovskiy,0.3,D'mo Makhachkala
Kirill Pomeshkin,0.1,D'mo Makhachkala
Egas Cacintura,1.0,D'mo Makhachkala
Mohammadjavad Hosseinnejad,0.9,D'mo Makhachkala
Abakar Gadzhiev,0.6,D'mo Makhachkala
Razhab Magomedov,0.6,D'mo Makhachkala
Kirill Zinovich,0.4,D'mo Makhachkala
Shamil Gadzhiev,0.075,D'mo Makhachkala
Serder Serderov,0.35,D'mo Makhachkala
Gadzhi Budunov,0.0,D'mo Makhachkala
Vitaliy Gudiev,0.4,Fakel Voronezh
Aleksandr Belenov,0.1,Fakel Voronezh
Vyacheslav Dorovskikh,0.025,Fakel Voronezh
Vladislav Kalinichev,0.0,Fakel Voronezh
Maks Dziov,0.7,Fakel Voronezh
Sergey Bozhin,0.7,Fakel Voronezh
Rayan Senhadji,0.7,Fakel Voronezh
Igor Yurganov,0.5,Fakel Voronezh
Albert Gabaraev,0.3,Fakel Voronezh
Sergey Bryzgalov,0.15,Fakel Voronezh
Shota Chikhradze,0.0,Fakel Voronezh
Igor Kalinin,0.7,Fakel Voronezh
Vladislav Masternoy,0.6,Fakel Voronezh
Vasiliy Cherov,0.45,Fakel Voronezh
Vyacheslav Yakimov,0.7,Fakel Voronezh
Mikhail Shchetinin,0.4,Fakel Voronezh
Irakliy Kvekveskiri,0.3,Fakel Voronezh
Thabo Cele,0.35,Fakel Voronezh
Kirill Simonov,0.0,Fakel Voronezh
Anton Kovalev,0.3,Fakel Voronezh
Dylan Mertens,0.5,Fakel Voronezh
Nikita Motpan,0.5,Fakel Voronezh
Nikolay Giorgobiani,0.5,Fakel Voronezh
Andrey Ivlev,0.4,Fakel Voronezh
Abdula Bagamaev,0.225,Fakel Voronezh
Ilnur Alshin,0.5,Fakel Voronezh
Mohamed Brahimi,0.9,Fakel Voronezh
Luka Bagatelia,0.175,Fakel Voronezh
Aleksey Kashtanov,0.7,Fakel Voronezh
Evgeniy Markov,0.6,Fakel Voronezh
Vladimir Iljin,0.5,Fakel Voronezh
Belajdi Pusi,0.35,Fakel Voronezh
Khyzyr Appaev,0.125,Fakel Voronezh
Ilya Vasin,0.075,Fakel Voronezh
