Player,Value,Squad
Mick Schmetgens,0.0,Werder Bremen
Karim Coulibaly,0.0,Werder Bremen
Felix Agu,8.0,Werder Bremen
Derrick Köhn,5.0,Werder Bremen
Olivier Deman,3.0,Werder Bremen
Mitchell Weiser,5.0,Werder Bremen
Issa Kaboré,4.0,Werder Bremen
Senne Lynen,9.0,Werder Bremen
Skelly Alvero,2.5,Werder Bremen
Wesley Adeh,0.0,Werder Bremen
Jens Stage,14.0,Werder Bremen
Leonardo Bittencourt,1.5,Werder Bremen
Romano Schmid,17.0,Werder Bremen
Isak Hansen-Aarøen,1.0,Werder Bremen
Leon Opitz,0.6,Werder Bremen
Patrice Covic,0.0,Werder Bremen
Marco Grüll,4.0,Werder Bremen
Abdenego Nankishi,0.45,Werder Bremen
Justin Njinmah,7.0,Werder Bremen
Marvin Ducksch,6.0,Werder Bremen
André Silva,4.0,Werder Bremen
Keke Topp,4.0,Werder Bremen
Oliver Burke,3.0,Werder Bremen
Maik Lukowicz,0.15,Werder Bremen
Kevin Müller,0.7,Heidenheim
Frank Feller,0.5,Heidenheim
Vitus Eicher,0.25,Heidenheim
Paul Tschernuth,0.1,Heidenheim
Benedikt Gimber,3.0,Heidenheim
Patrick Mainka,3.0,Heidenheim
Tim Siersleben,2.0,Heidenheim
Thomas Keller,0.5,Heidenheim
Frans Krätzig,3.5,Heidenheim
Jonas Föhrenbach,1.5,Heidenheim
Omar Traoré,4.0,Heidenheim
Marnon Busch,1.2,Heidenheim
Lennard Maloney,3.5,Heidenheim
Niklas Dorsch,3.5,Heidenheim
Julian Niehues,1.5,Heidenheim
Luka Janes,0.2,Heidenheim
Norman Theuerkauf,0.175,Heidenheim
Jan Schöppner,4.0,Heidenheim
Luca Kerber,1.5,Heidenheim
Paul Wanner,18.0,Heidenheim
Adrian Beck,2.0,Heidenheim
Denis Thomalla,0.45,Heidenheim
Leo Scienza,3.0,Heidenheim
Mathias Honsak,2.0,Heidenheim
Christopher Negele,0.25,Heidenheim
Sirlord Conteh,1.5,Heidenheim
Marvin Pieringer,5.5,Heidenheim
Budu Zivzivadze,2.0,Heidenheim
Maximilian Breunig,1.5,Heidenheim
Mikkel Kaufmann,1.2,Heidenheim
Stefan Schimmer,0.5,Heidenheim
Nikola Vasilj,3.5,St. Pauli
Ben Voll,0.5,St. Pauli
Eric Oelschlägel,0.3,St. Pauli
Sascha Burchert,0.2,St. Pauli
Ronny Seibt,0.075,St. Pauli
Sören Ahlers,0.05,St. Pauli
Eric Smith,5.0,St. Pauli
David Nemeth,4.0,St. Pauli
Siebe Van der Heyden,2.5,St. Pauli
Hauke Wahl,1.5,St. Pauli
Karol Mets,1.3,St. Pauli
Adam Dzwigala,0.6,St. Pauli
Emil Staugaard,0.125,St. Pauli
Muhammad Dahaba,0.125,St. Pauli
Lars Ritzka,1.0,St. Pauli
Julien Yanda,0.25,St. Pauli
Philipp Treu,5.0,St. Pauli
Manolis Saliakas,3.0,St. Pauli
Fin Stevens,0.5,St. Pauli
James Sands,3.0,St. Pauli
Marwin Schmitz,0.2,St. Pauli
Robert Wagner,3.0,St. Pauli
Connor Metcalfe,2.5,St. Pauli
Jackson Irvine,2.0,St. Pauli
Carlo Boukhalfa,2.0,St. Pauli
Erik Ahlstrand,0.5,St. Pauli
Danel Sinani,1.5,St. Pauli
Noah Weißhaupt,5.0,St. Pauli
Elias Saad,4.0,St. Pauli
Romeo Aigbekaen,0.1,St. Pauli
Oladapo Afolayan,4.0,St. Pauli
Morgan Guilavogui,4.0,St. Pauli
Scott Banks,0.5,St. Pauli
Johannes Eggestein,2.5,St. Pauli
Abdoulie Ceesay,0.5,St. Pauli
Maurides,0.35,St. Pauli
Andreas Albers,0.3,St. Pauli
Simon Zoller,0.3,St. Pauli
Timo Horn,0.8,Bochum
Patrick Drewes,0.5,Bochum
Paul Grave,0.05,Bochum
Bernardo,5.5,Bochum
Erhan Masovic,2.0,Bochum
Jakov Medic,2.0,Bochum
Ivan Ordets,1.0,Bochum
Noah Loosli,0.6,Bochum
Mohammed Tolba,0.2,Bochum
Maximilian Wittek,1.5,Bochum
Tim Oermann,5.0,Bochum
Felix Passlack,2.0,Bochum
Cristian Gamboa,0.5,Bochum
Kacper Koscierski,0.2,Bochum
Ibrahima Sissoko,6.0,Bochum
Anthony Losilla,0.5,Bochum
Niklas Jahn,0.2,Bochum
Tom Krauß,4.0,Bochum
Matus Bero,3.0,Bochum
Moritz-Broni Kwarteng,1.0,Bochum
Mats Pannewig,1.0,Bochum
Agon Elezi,0.65,Bochum
Koji Miyoshi,1.5,Bochum
Dani de Wit,2.5,Bochum
Lukas Daschner,0.9,Bochum
Lennart Koerdt,0.0,Bochum
Georgios Masouras,2.0,Bochum
Aliou Baldé,0.8,Bochum
Gerrit Holtmann,0.7,Bochum
Samuel Bamba,0.5,Bochum
Myron Boadu,7.0,Bochum
Moritz Broschinski,2.0,Bochum
Philipp Hofmann,1.0,Bochum
Timon Weiner,1.0,Holstein Kiel
Thomas Dähne,0.4,Holstein Kiel
Marcel Engelhardt,0.175,Holstein Kiel
David Zec,2.5,Holstein Kiel
Marko Ivezic,2.0,Holstein Kiel
Max Geschwill,1.5,Holstein Kiel
