Player,Value,Squad
James Rodríguez,9.0,São Paulo
Nikão,3.0,São Paulo
Rodriguinho,0.15,São Paulo
Ferreirinha,6.0,São Paulo
Michel Araújo,2.5,São Paulo
William Gomes,0.0,São Paulo
Lucas Moura,12.0,São Paulo
Wellington Rato,0.8,São Paulo
Erick,0.45,São Paulo
Henrique Carmo,0.0,São Paulo
Lucas Ferreira,0.0,São Paulo
Jonathan Calleri,4.5,São Paulo
Luciano,3.0,São Paulo
André Silva,2.0,São Paulo
Juan,1.0,São Paulo
Ryan Francisco,0.0,São Paulo
Léo Jardim,3.0,Vasco da Gama
Keiller,1.0,Vasco da Gama
Halls,0.2,Vasco da Gama
Phillipe Gabriel,0.0,Vasco da Gama
João Pedro,0.0,Vasco da Gama
Pablo,0.0,Vasco da Gama
João Victor,8.0,Vasco da Gama
Robert Rojas,4.0,Vasco da Gama
Léo,3.0,Vasco da Gama
Manuel Capasso,2.5,Vasco da Gama
Gary Medel,1.0,Vasco da Gama
Maicon,0.9,Vasco da Gama
Miranda,0.6,Vasco da Gama
Zé Vitor,0.25,Vasco da Gama
Victão,0.0,Vasco da Gama
Roger Fellipo,0.0,Vasco da Gama
Lyncon,0.0,Vasco da Gama
Luiz Gustavo,0.0,Vasco da Gama
Lucas Piton,6.0,Vasco da Gama
Victor Luís,1.2,Vasco da Gama
Matheus Julião,0.0,Vasco da Gama
Leandrinho,0.0,Vasco da Gama
José Luis Rodríguez,2.0,Vasco da Gama
Paulo Henrique,0.3,Vasco da Gama
Paulinho,0.0,Vasco da Gama
Jair,5.5,Vasco da Gama
Souza,3.5,Vasco da Gama
Juan Sforza,3.5,Vasco da Gama
Patrick de Lucca,1.8,Vasco da Gama
Zé Gabriel,1.5,Vasco da Gama
Hugo Moura,1.5,Vasco da Gama
Rodrigo,0.0,Vasco da Gama
Matheus Ferreira,0.0,Vasco da Gama
Igor Toledo,0.0,Vasco da Gama
Lucas Eduardo,0.0,Vasco da Gama
Mateus Carvalho,0.0,Vasco da Gama
Praxedes,6.5,Vasco da Gama
Pablo Galdames,2.0,Vasco da Gama
Paulinho Paula,0.9,Vasco da Gama
Maxime Dominguez,0.4,Vasco da Gama
Cauan Barros,0.0,Vasco da Gama
JP,0.0,Vasco da Gama
Philippe Coutinho,18.0,Vasco da Gama
Dimitri Payet,3.0,Vasco da Gama
Guilherme Estrella,0.0,Vasco da Gama
Lukas Zuccarello,0.0,Vasco da Gama
Jean Meneses,5.0,Vasco da Gama
Emerson Rodríguez,2.5,Vasco da Gama
David,2.0,Vasco da Gama
Serginho,1.4,Vasco da Gama
Maxsuell Alegria,0.0,Vasco da Gama
Luca Orellano,5.0,Vasco da Gama
Adson,5.0,Vasco da Gama
Rossi,1.0,Vasco da Gama
Erick Marcus,0.0,Vasco da Gama
Rayan,0.0,Vasco da Gama
Alex Teixeira,1.8,Vasco da Gama
Clayton,0.6,Vasco da Gama
Pablo Vegetti,0.45,Vasco da Gama
Felipe Estrella,0.15,Vasco da Gama
GB,0.0,Vasco da Gama
Léo Jacó,0.0,Vasco da Gama
Bruno Lopes,0.0,Vasco da Gama
Cauã Paixão,0.0,Vasco da Gama
Gabriel Grando,3.0,Cruzeiro
Cássio,1.2,Cruzeiro
Rafael Cabral,0.6,Cruzeiro
Anderson,0.2,Cruzeiro
Léo Aragão,0.0,Cruzeiro
Zé Ivaldo,3.0,Cruzeiro
Lucas Oliveira,2.0,Cruzeiro
Lucas Villalba,1.5,Cruzeiro
Neris,0.7,Cruzeiro
João Marcelo,0.55,Cruzeiro
Weverton,0.3,Cruzeiro
Pedrão,0.2,Cruzeiro
Ruan Santos,0.0,Cruzeiro
Jonathan Jesus,0.0,Cruzeiro
Marlon,2.2,Cruzeiro
Kaiki,0.2,Cruzeiro
William,2.0,Cruzeiro
Wesley Gasolina,1.5,Cruzeiro
Helibelton Palacios,1.2,Cruzeiro
Dorival,0.0,Cruzeiro
Walace,7.0,Cruzeiro
Lucas Romero,3.2,Cruzeiro
Lucas Silva,1.3,Cruzeiro
Fernando Henrique,1.2,Cruzeiro
Filipe Machado,0.4,Cruzeiro
Henrique Rodrigues,0.0,Cruzeiro
Fabrizio Peralta,0.0,Cruzeiro
José Cifuentes,12.0,Cruzeiro
Matheus Henrique,8.5,Cruzeiro
Mateus Vital,2.5,Cruzeiro
Ramiro,1.5,Cruzeiro
Jhosefer,0.2,Cruzeiro
Ian Luccas,0.0,Cruzeiro
Vitinho,0.0,Cruzeiro
Japa,0.0,Cruzeiro
Matheus Pereira,10.0,Cruzeiro
Arthur Gomes,4.0,Cruzeiro
Álvaro Barreal,3.5,Cruzeiro
Kaique Kenji,0.0,Cruzeiro
Robert,0.0,Cruzeiro
Gabriel Veron,12.0,Cruzeiro
Rafael Bilu,0.25,Cruzeiro
João Pedro,0.025,Cruzeiro
Luis Fernando,0.0,Cruzeiro
Tevis,0.0,Cruzeiro
Kaio Jorge,5.0,Cruzeiro
Juan Dinenno,4.5,Cruzeiro
Rafael Elias,2.5,Cruzeiro
Lautaro Díaz,1.0,Cruzeiro
Rafa Silva,0.75,Cruzeiro
Arthur Viana,0.0,Cruzeiro
Felipe Alves,0.5,Fluminense
Fábio,0.25,Fluminense
Pedro Rangel,0.15,Fluminense
Gustavo Ramalho,0.1,Fluminense
Vitor Eudes,0.05,Fluminense
Kevyn,0.0,Fluminense
Marlon,7.5,Fluminense
Nino,7.0,Fluminense
Thiago Silva,2.5,Fluminense
Antônio Carlos,2.0,Fluminense
Ignácio,0.9,Fluminense
Thiago Santos,0.45,Fluminense
Manoel,0.4,Fluminense
David Braz,0.25,Fluminense
Luan Freitas,0.1,Fluminense
Felipe Andrade,0.0,Fluminense
Davi,0.0,Fluminense
Kayky Almeida,0.0,Fluminense
Marcelo,2.5,Fluminense
Cristiano,1.8,Fluminense
Gabriel Fuentes,1.2,Fluminense
Diogo Barbosa,1.0,Fluminense
Rafael Monteiro,0.0,Fluminense
Marcos Pedro,0.0,Fluminense
Esquerdinha,0.0,Fluminense
Guga,5.0,Fluminense
Calegari,5.0,Fluminense
Samuel Xavier,0.9,Fluminense
Justen,0.0,Fluminense
Jhonny,0.0,Fluminense
André,10.0,Fluminense
Gabriel Pires,4.5,Fluminense
Martinelli,4.0,Fluminense
Facundo Bernal,0.35,Fluminense
Felipe Melo,0.2,Fluminense
Alexsander,0.15,Fluminense
Dohmann,0.0,Fluminense
Thiago Henrique,0.0,Fluminense
Wallace Davi,0.0,Fluminense
Renato Augusto,2.0,Fluminense
Nonato,2.0,Fluminense
Wallace,0.2,Fluminense
Victor Hugo,0.0,Fluminense
David Terans,5.0,Fluminense
Danielzinho,1.4,Fluminense
Lima,1.3,Fluminense
Ganso,0.7,Fluminense
Gustavo Apis,0.1,Fluminense
Arthur Wenderroscky,0.0,Fluminense
Isaque,0.0,Fluminense
Edinho,0.0,Fluminense
Keno,1.8,Fluminense
Matheus Reis,0.0,Fluminense
Isaac,0.0,Fluminense
Marquinhos,10.0,Fluminense
Jhon Arias,7.0,Fluminense
Douglas Costa,2.0,Fluminense
Yony González,0.7,Fluminense
Kevin Serna,0.7,Fluminense
Jan Lucumi,0.15,Fluminense
Riquelme,0.0,Fluminense
John Kennedy,3.0,Fluminense
Germán Cano,2.0,Fluminense
Alexandre Jesus,0.15,Fluminense
Lelê,0.0,Fluminense
Kauã Elias,0.0,Fluminense
João Neto,0.0,Fluminense
Brenno,4.5,Grêmio
Agustín Marchesín,3.0,Grêmio
Gabriel Grando,3.0,Grêmio
Rafael Cabral,0.6,Grêmio
Caíque,0.0,Grêmio
Felipe Scheibig,0.0,Grêmio
Thiago Beltrame,0.0,Grêmio
Rodrigo Ely,3.0,Grêmio
Rodrigo Caio,3.0,Grêmio
Jemerson,2.0,Grêmio
Walter Kannemann,1.2,Grêmio
Bruno Uvini,0.5,Grêmio
Pedro Geromel,0.4,Grêmio
Natã,0.15,Grêmio
Viery,0.0,Grêmio
Gustavo Martins,0.0,Grêmio
João Lima,0.0,Grêmio
Reinaldo,1.0,Grêmio
Mayk,0.1,Grêmio
Wesley Costa,0.0,Grêmio
Zé Guilherme,0.0,Grêmio
Cuiabano,0.0,Grêmio
Fábio,1.2,Grêmio
João Pedro,0.4,Grêmio
Igor Serrote,0.0,Grêmio
Mathías Villasanti,4.0,Grêmio
Dodi,0.7,Grêmio
Ronald,0.0,Grêmio
Caio Araújo,0.0,Grêmio
Hiago,0.0,Grêmio
Lucas Milla,0.0,Grêmio
João Araújo,0.0,Grêmio
Kaick,0.0,Grêmio
Du Queiroz,5.0,Grêmio
Edenilson,2.5,Grêmio
Felipe Carballo,2.0,Grêmio
Pepê,1.5,Grêmio
Tiaguinho,0.0,Grêmio
Franco Cristaldo,6.0,Grêmio
Nathan,2.5,Grêmio
Pedro Lucas,1.5,Grêmio
Miguel Monsalve,0.95,Grêmio
Bruno Cheron,0.0,Grêmio
Riquelme,0.0,Grêmio
Yeferson Soteldo,7.0,Grêmio
Alexander Aravena,1.2,Grêmio
Lucas Besozzi,0.25,Grêmio
Gustavo Nunes,0.0,Grêmio
Cristian Pavón,5.0,Grêmio
Jhonata Robert,1.0,Grêmio
Everton Galdino,0.35,Grêmio
Nathan Fernandes,0.0,Grêmio
Rubens,0.0,Grêmio
Alysson,0.0,Grêmio
João Pedro,9.0,Grêmio
Martin Braithwaite,5.0,Grêmio
Matías Arezo,4.0,Grêmio
Diego Costa,3.5,Grêmio
Jardiel,0.0,Grêmio
André Henrique,0.0,Grêmio
Marcos Felipe,1.5,Bahia
Danilo Fernandes,0.5,Bahia
Adriel,0.2,Bahia
Gabriel Souza,0.0,Bahia
Victor,0.0,Bahia
Pedro Cruz,0.0,Bahia
Iuri Jean,0.0,Bahia
