Player,Nation,Pos,Squad,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
Timon Wellenreuther,GER,GK,Feyenoord,28.0,29.0,2,0,0,0,4,0,0,0,0,,,0
Jonas Wendlinger,AUT,GK,Almere City,24.0,0.1,0,0,0,0,0,0,0,0,0,,,0
Jannes Wieckhoff,GER,DF,Heracles Almelo,23.0,13.9,4,0,0,11,13,1,35,13,26,,,0
Owen Wijndal,NED,"DF,MF",Ajax,24.0,4.1,2,0,0,6,9,0,12,2,5,,,0
Jordy de Wijs,NED,DF,Heerenveen,29.0,0.8,1,0,0,3,0,0,0,2,0,,,0
Mees de Wit,NED,"DF,FW",AZ Alkmaar,26.0,5.2,2,0,0,5,5,0,8,5,5,,,0
Ricky van Wolfswinkel,NED,"FW,MF",Twente,35.0,17.8,3,0,0,42,21,14,5,6,20,,,0
Luuk Wouters,NED,DF,RKC Waalwijk,25.0,9.2,0,0,0,5,3,0,10,13,20,,,0
Redouan El Yaakoubi,NED,DF,RKC Waalwijk,28.0,4.5,0,0,0,5,0,1,0,7,2,,,0
Marvin Young,NED,DF,Sparta Rotterdam,18.0,24.1,5,1,1,26,12,0,5,34,43,,,0
Vasilios Zagaritis,GRE,DF,Almere City,23.0,32.9,4,0,0,23,34,2,174,57,27,,,0
Jan ЕЅambЕЇrek,CZE,MF,Heracles Almelo,23.0,10.4,3,0,0,18,9,0,36,14,10,,,0
Oskar Zawada,POL,FW,RKC Waalwijk,28.0,21.6,2,1,0,21,9,8,1,2,8,,,0
Gjivai ZechiГ«l,NED,MF,Feyenoord,20.0,14.3,4,0,0,21,19,0,3,21,17,,,0
Lequincio Zeefuik,NED,FW,AZ Alkmaar,19.0,0.4,1,0,0,3,1,0,0,0,1,,,0
Ramiz Zerrouki,ALG,MF,Feyenoord,26.0,12.1,3,1,1,20,10,0,21,12,18,,,0
Jeroen Zoet,NED,GK,AZ Alkmaar,33.0,6.0,0,0,0,0,0,0,0,0,1,,,0
RГєnar ГћГіr Sigurgeirsson,ISL,"DF,MF",Willem II,24.0,21.4,5,0,0,21,8,3,75,22,30,,,1
NГ¶kkvi ГћГіrisson,ISL,"FW,MF",Sparta Rotterdam,24.0,1.5,0,0,0,6,2,2,0,1,0,,,0
Shiloh вЂ™t Zand,NED,MF,Feyenoord,21.0,11.7,1,0,0,18,19,0,10,4,14,,,0
