Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Abner,BRA,DF,Juventude,19,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,2,0,0
Nicolas Acevedo,URU,"MF,DF",Bahia,24,8,1,268,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,19,8,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,5.0,0,8,5,0,2,3,3,0
Luiz Adriano,BRA,FW,Vitoria,36,8,1,202,2.2,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,9,0.0,0.45,0.45,0.0,0.45,0.06,0.04,0.09,0.06,0.09,0.425,0,4,5,2,0,0,0,0
Adriel,BRA,GK,Bahia,23,4,3,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0
Adryelson,BRA,DF,Botafogo (RJ),25,7,6,580,6.4,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,2,22,0,0.16,0.0,0.16,0.16,0.16,0.03,0.05,0.08,0.03,0.08,3.0,0,2,0,0,1,10,3,0
Adson,BRA,FW,Vasco da Gama,23,20,14,1224,13.6,2,1,3,2,0,0,2,0,1.5,1.5,2.6,4.1,42,72,80,0.15,0.07,0.22,0.15,0.22,0.11,0.19,0.3,0.11,0.3,5.0,0,7,18,0,23,7,20,0
Braian Aguirre,ARG,DF,Internacional,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,7,4,0.0,0.0,0.0,0.0,0.0,0.06,0.31,0.37,0.06,0.37,2.8,0,1,1,0,4,1,3,0
Lucas Alario,ARG,"FW,MF",Internacional,31,15,6,638,7.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,0,7,22,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,5.5,0,22,6,9,2,1,1,0
Carlos Alberto,BRA,FW,Botafogo (RJ),21,7,2,212,2.4,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.7,7,4,7,0.42,0.0,0.42,0.42,0.42,0.67,0.05,0.72,0.67,0.72,0.25,0,3,2,0,2,0,2,0
Yuri Alberto,BRA,FW,Corinthians,22,29,25,2197,24.4,15,4,19,12,3,3,6,1,10.7,8.3,1.9,10.2,52,31,172,0.61,0.16,0.78,0.49,0.66,0.44,0.08,0.51,0.34,0.42,16.0,0,34,38,17,9,7,5,0
Carlos Alcaraz,ARG,"MF,FW",Flamengo,21,14,8,751,8.3,2,1,3,0,2,2,1,1,3.3,1.4,0.6,2.0,26,39,42,0.24,0.12,0.36,0.0,0.12,0.39,0.07,0.46,0.17,0.23,8.5,0,15,7,1,30,6,11,0
Max Alegria,BRA,"FW,DF",Vasco da Gama,20,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,8,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,0.0,0,0,1,0,1,1,0,0
Alerrandro,BRA,FW,Vitoria,24,34,32,2387,26.5,15,4,19,11,4,4,4,0,11.0,7.8,2.8,10.6,16,55,87,0.57,0.15,0.72,0.41,0.57,0.41,0.11,0.52,0.3,0.4,3.0,0,27,46,4,7,14,16,0
Caio Alexandre,BRA,MF,Bahia,24,36,35,2774,30.8,2,0,2,2,0,0,6,0,1.1,1.1,2.3,3.4,80,236,52,0.06,0.0,0.06,0.06,0.06,0.03,0.07,0.11,0.03,0.11,2.5,0,55,50,3,29,8,32,0
Matheus Alexandre,BRA,DF,Cuiabá,24,31,29,2464,27.4,1,0,1,1,0,0,6,0,0.4,0.4,0.7,1.1,37,86,68,0.04,0.0,0.04,0.04,0.04,0.02,0.03,0.04,0.02,0.04,0.45,0,26,10,0,47,37,41,0
Alexsander,BRA,MF,Fluminense,20,15,7,791,8.8,0,1,1,0,0,0,4,0,0.4,0.4,0.9,1.3,15,36,24,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.15,0.04,0.15,0.15,0,20,20,0,7,8,12,0
Alisson,BRA,GK,Criciúma,28,6,4,421,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,1,0,0,0,0,0
Alisson,BRA,"DF,FW",Atlético Mineiro,18,19,7,890,9.9,1,0,1,1,0,0,1,0,2.4,2.4,1.1,3.6,43,34,107,0.1,0.0,0.1,0.1,0.1,0.25,0.11,0.36,0.25,0.36,0.0,0,17,28,1,42,4,13,0
Alisson,BRA,MF,São Paulo,30,21,19,1609,17.9,1,2,3,1,0,0,5,0,0.6,0.6,0.6,1.1,21,114,28,0.06,0.11,0.17,0.06,0.17,0.03,0.03,0.06,0.03,0.06,1.0,0,26,33,0,17,16,22,0
Allan,BRA,MF,Flamengo,26,24,16,1412,15.7,0,0,0,0,0,0,7,1,0.3,0.3,0.5,0.8,16,75,10,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,6.5,1,30,15,0,4,24,14,0
Allan,BRA,"MF,DF",Botafogo (RJ),33,11,2,313,3.5,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,2,15,4,0.0,0.29,0.29,0.0,0.29,0.01,0.05,0.05,0.01,0.05,8.0,0,9,6,0,2,5,7,0
Allano,BRA,"FW,MF",Criciúma,28,24,13,1296,14.4,1,2,3,1,0,0,10,2,2.1,2.1,1.9,4.0,62,59,134,0.07,0.14,0.21,0.07,0.21,0.15,0.13,0.28,0.15,0.28,0.4,2,35,45,7,20,4,20,0
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),22,17,16,1252,13.9,1,2,3,1,0,1,1,0,3.4,2.6,2.6,5.2,65,112,108,0.07,0.14,0.22,0.07,0.22,0.24,0.19,0.43,0.19,0.37,15.0,0,5,16,1,58,6,6,0
Junior Alonso,PAR,DF,Atlético Mineiro,30,12,12,1046,11.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,16,50,5,0.09,0.0,0.09,0.09,0.09,0.02,0.0,0.03,0.02,0.03,7.0,0,16,0,0,6,15,12,0
Anderson,BRA,GK,Cruzeiro,25,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,2,0,0,0,0,0
Felipe Anderson,BRA,FW,Palmeiras,30,20,16,1310,14.6,2,2,4,2,0,0,0,0,2.8,2.8,4.3,7.0,46,57,122,0.14,0.14,0.27,0.14,0.27,0.19,0.29,0.48,0.19,0.48,15.0,0,10,12,1,44,13,24,0
Kervin Andrade,VEN,MF,Fortaleza,18,13,4,484,5.4,1,1,2,1,0,0,2,0,1.1,1.1,1.1,2.2,6,17,39,0.19,0.19,0.37,0.19,0.37,0.2,0.21,0.41,0.2,0.41,0.2,0,8,9,0,17,4,2,0
Rodrigo Andrade,BRA,"MF,FW",Vitoria,26,6,4,385,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,15,12,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,0.6,0,6,4,0,4,3,5,0
Andre,BRA,MF,Fluminense,22,12,12,1072,11.9,0,1,1,0,0,0,5,0,0.1,0.1,0.1,0.2,9,64,7,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02,10.0,0,17,26,0,0,14,16,0
Jose Andres Martinez,VEN,MF,Corinthians,29,11,8,633,7.0,0,0,0,0,0,0,5,1,0.0,0.0,0.1,0.2,6,25,5,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2.0,0,14,8,0,2,12,11,0
Wilker Angel,VEN,DF,Criciúma,30,13,12,985,10.9,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,1,15,3,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,0.65,0,18,3,2,0,13,6,0
Anthoni,BRA,GK,Internacional,22,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0
Marcos Antonio,BRA,MF,São Paulo,23,13,10,844,9.4,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,10,50,13,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,8.0,0,12,10,0,2,5,6,0
Guilherme Arana,BRA,DF,Atlético Mineiro,26,17,13,1303,14.5,1,1,2,1,0,0,5,0,0.6,0.6,1.0,1.6,43,94,113,0.07,0.07,0.14,0.07,0.14,0.04,0.07,0.11,0.04,0.11,14.0,0,14,13,2,71,18,15,0
Charles Aranguiz,CHI,MF,Internacional,34,7,2,287,3.2,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,9,10,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,3.5,0,12,3,0,1,1,4,0
Luiz Araujo,BRA,"FW,MF",Flamengo,27,25,15,1566,17.4,4,5,9,4,0,0,3,0,3.1,3.1,4.6,7.7,54,74,126,0.23,0.29,0.52,0.23,0.52,0.18,0.27,0.44,0.18,0.44,6.0,0,24,30,2,88,17,26,0
Matheus Araujo,BRA,MF,Corinthians,21,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,0,1,0,0,0,1,0
Michel Araujo,URU,"DF,FW",São Paulo,27,20,9,858,9.5,0,1,1,0,0,0,4,0,1.2,1.2,1.7,2.8,22,45,50,0.0,0.1,0.1,0.0,0.1,0.12,0.17,0.3,0.12,0.3,2.5,0,15,15,0,23,7,19,0
Alexander Aravena,CHI,"FW,MF",Grêmio,21,16,11,770,8.6,2,2,4,2,0,0,0,0,2.2,2.2,1.1,3.3,22,15,65,0.23,0.23,0.47,0.23,0.47,0.26,0.13,0.38,0.26,0.38,1.2,0,2,15,2,11,2,3,0
Robert Arboleda,ECU,DF,São Paulo,32,27,25,2256,25.1,2,0,2,2,0,0,3,0,1.4,1.4,0.5,1.9,2,45,3,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07,2.0,0,20,11,2,1,21,22,0
Lucas Arcanjo,BRA,GK,Vitoria,25,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,0,1
Matias Arezo,URU,"FW,MF",Grêmio,21,10,0,112,1.2,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.0,2,3,14,0.0,0.0,0.0,0.0,0.0,0.69,0.12,0.81,0.69,0.81,4.0,0,5,4,1,0,0,2,0
Jhon Arias,COL,FW,Fluminense,26,27,26,2376,26.4,7,3,10,7,0,2,6,0,6.7,5.1,3.4,8.5,94,92,215,0.27,0.11,0.38,0.27,0.38,0.25,0.13,0.38,0.19,0.32,7.0,0,32,62,6,120,13,27,0
Santiago Arias,COL,DF,Bahia,32,23,21,1884,20.9,0,1,1,0,0,0,2,1,0.6,0.6,3.1,3.6,57,115,185,0.0,0.05,0.05,0.0,0.05,0.03,0.15,0.17,0.03,0.17,3.0,0,26,24,4,68,23,33,0
Arthur,BRA,FW,Cruzeiro,25,21,14,1273,14.1,2,1,3,2,0,0,1,0,1.6,1.6,0.8,2.5,48,35,130,0.14,0.07,0.21,0.14,0.21,0.11,0.06,0.17,0.11,0.17,0.0,0,23,16,12,35,2,10,0
Arthur,BRA,FW,Criciúma,31,33,18,1671,18.6,5,1,6,5,0,0,4,0,5.0,5.0,1.7,6.7,12,26,87,0.27,0.05,0.32,0.27,0.32,0.27,0.09,0.36,0.27,0.36,1.0,0,28,30,16,4,1,2,0
Arthur,BRA,"FW,MF",RB Bragantino,20,9,0,174,1.9,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.05,0.53,0.58,0.05,0.58,0.15,0,2,2,0,0,0,0,0
Filipe Augusto,BRA,MF,Cuiabá,30,19,9,844,9.4,0,0,0,0,0,0,6,0,0.3,0.3,0.1,0.4,5,32,6,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.7,0,24,6,0,2,10,9,0
Renato Augusto,BRA,"MF,FW",Fluminense,35,17,2,442,4.9,1,1,2,1,0,0,0,0,0.7,0.7,0.8,1.5,8,21,17,0.2,0.2,0.41,0.2,0.41,0.14,0.16,0.3,0.14,0.3,2.0,0,8,4,4,5,4,5,0
Yarlen Augusto,BRA,MF,Botafogo (RJ),17,4,0,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0,2,0,0,0,1,2,0
Pablo Baianinho,BRA,"MF,FW",Vitoria,20,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,0,5,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,0.0,0,3,2,0,6,0,0,0
Gabriel Baralhas,BRA,MF,Atl Goianiense,25,33,31,2452,27.2,1,3,4,1,0,0,9,0,2.4,2.4,2.4,4.8,22,121,59,0.04,0.11,0.15,0.04,0.15,0.09,0.09,0.17,0.09,0.17,0.7,0,30,34,2,12,44,34,0
Danilo Barbosa,BRA,MF,Botafogo (RJ),27,25,14,1153,12.8,3,1,4,3,0,0,4,0,1.3,1.3,0.4,1.7,9,53,13,0.23,0.08,0.31,0.23,0.31,0.1,0.03,0.13,0.1,0.13,2.5,0,19,17,0,0,26,23,0
Diogo Barbosa,BRA,DF,Fluminense,31,25,20,1849,20.5,0,0,0,0,0,0,6,0,0.1,0.1,1.3,1.4,42,114,80,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,1.0,0,19,27,0,43,18,27,0
Gabriel Barbosa,BRA,"FW,MF",Flamengo,27,19,7,754,8.4,4,1,5,2,2,2,2,0,5.2,3.6,0.9,4.5,17,24,42,0.48,0.12,0.6,0.24,0.36,0.62,0.11,0.73,0.43,0.54,22.0,0,2,6,10,10,0,5,0
Lucas Barbosa,BRA,FW,Juventude,22,33,32,2443,27.1,7,2,9,7,0,0,12,1,6.4,6.4,3.4,9.8,61,103,165,0.26,0.07,0.33,0.26,0.33,0.23,0.12,0.36,0.23,0.36,0.5,0,61,33,6,56,18,40,0
Alexander Barboza,ARG,DF,Botafogo (RJ),28,26,23,2033,22.6,0,1,1,0,0,0,11,2,1.4,1.4,1.0,2.3,14,90,7,0.0,0.04,0.04,0.0,0.04,0.06,0.04,0.1,0.06,0.1,2.2,1,42,5,1,4,32,18,0
Baltasar Barcia,URU,"MF,FW",Criciúma,22,4,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3,0,0,1,1,3,0
Alvaro Barreal,ARG,"MF,FW",Cruzeiro,23,28,17,1488,16.5,2,4,6,2,0,0,6,0,2.4,2.4,1.6,4.0,29,69,113,0.12,0.24,0.36,0.12,0.36,0.14,0.1,0.24,0.14,0.24,3.5,0,23,23,2,77,7,25,0
Barreto,BRA,MF,Criciúma,28,30,29,2281,25.3,2,2,4,2,0,0,5,0,3.1,3.1,0.9,4.0,18,92,35,0.08,0.08,0.16,0.08,0.16,0.12,0.04,0.16,0.12,0.16,0.4,0,49,24,2,6,16,42,0
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22,2,1,79,0.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.2,1,4,1,0,2,1,1,0
Bastos,ANG,DF,Botafogo (RJ),32,32,31,2628,29.2,3,0,3,3,0,0,6,0,1.7,1.7,0.1,1.8,12,111,7,0.1,0.0,0.1,0.1,0.1,0.06,0.0,0.06,0.06,0.06,1.5,0,35,7,2,4,31,26,0
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,32,26,26,2285,25.4,0,0,0,0,0,0,7,2,0.4,0.4,0.1,0.5,21,78,6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.5,2,31,14,0,1,16,21,0
Jose Luis Rodriguez Bebanz,URU,"DF,FW",Vasco da Gama,26,22,12,1123,12.5,1,2,3,1,0,0,1,0,0.7,0.7,2.1,2.8,38,51,108,0.08,0.16,0.24,0.08,0.24,0.06,0.16,0.22,0.06,0.22,2.0,0,6,7,1,65,12,14,0
Muriel Becker,BRA,GK,Vitoria,36,1,1,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,1,0,0,0,0,0
Lucas Belezi,BRA,DF,Ath Paranaense,20,9,9,793,8.8,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.9,3,15,3,0.11,0.0,0.11,0.11,0.11,0.09,0.01,0.1,0.09,0.1,0.0,0,6,1,0,1,15,6,0
Ramiro Benetti,BRA,MF,Cruzeiro,30,27,17,1436,16.0,2,0,2,2,0,0,3,0,1.1,1.1,0.7,1.8,9,57,43,0.13,0.0,0.13,0.13,0.13,0.07,0.04,0.11,0.07,0.11,1.5,0,27,17,1,21,20,18,0
Bento,BRA,GK,Ath Paranaense,24,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,0,0,0,0,0,0
Alexandro Bernabei,ARG,DF,Internacional,23,23,23,2063,22.9,3,5,8,3,0,0,5,0,1.4,1.4,4.9,6.2,58,114,97,0.13,0.22,0.35,0.13,0.35,0.06,0.21,0.27,0.06,0.27,3.0,0,41,19,2,105,48,35,0
Facundo Bernal,URU,MF,Fluminense,20,15,11,943,10.5,0,0,0,0,0,0,6,0,0.4,0.4,0.1,0.5,3,51,9,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.35,0,19,7,1,1,7,13,0
Bernard,BRA,"MF,FW",Atlético Mineiro,31,16,12,900,10.0,0,0,0,0,0,0,1,0,0.5,0.5,1.8,2.3,28,61,70,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.23,0.05,0.23,3.5,0,18,7,1,31,3,11,0
Matheus Bidu,BRA,DF,Corinthians,24,23,16,1500,16.7,2,1,3,2,0,0,3,0,1.1,1.1,0.9,2.0,35,63,71,0.12,0.06,0.18,0.12,0.18,0.07,0.05,0.12,0.07,0.12,1.5,0,11,23,2,42,30,19,0
Biel,BRA,"FW,MF",Bahia,22,26,4,904,10.0,5,4,9,5,0,0,2,0,4.5,4.5,3.4,7.9,37,41,100,0.5,0.4,0.9,0.5,0.9,0.45,0.34,0.79,0.45,0.79,2.0,0,9,22,3,22,8,7,0
Biro,BRA,"MF,DF",Corinthians,19,3,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,0.15,0,1,0,0,0,0,0,0
Damian Bobadilla,PAR,MF,São Paulo,22,18,14,1031,11.5,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,7,60,14,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.14,0.08,0.14,0.7,0,25,2,0,8,6,18,0
Yannick Bolasie,COD,FW,Criciúma,34,34,27,2377,26.4,8,4,12,8,0,0,4,0,7.4,7.4,1.8,9.2,63,55,172,0.3,0.15,0.45,0.3,0.45,0.28,0.07,0.35,0.28,0.35,0.275,0,37,27,16,59,4,19,0
Thiago Borbas,URU,FW,RB Bragantino,21,21,9,956,10.6,2,0,2,2,0,0,3,0,2.0,2.0,0.3,2.4,2,12,40,0.19,0.0,0.19,0.19,0.19,0.19,0.03,0.23,0.19,0.23,4.0,0,21,10,2,1,2,3,0
Marllon Borges,BRA,DF,Cuiabá,31,33,33,2881,32.0,1,0,1,1,0,0,4,0,1.2,1.2,0.4,1.6,4,56,1,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,0.5,0,26,13,1,1,33,34,0
Pedro Borges,BRA,MF,Fortaleza,26,27,12,1168,13.0,0,1,1,0,0,0,8,0,0.1,0.1,0.2,0.3,2,51,9,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,0.4,0,32,22,0,2,21,32,0
Rafael Borre,COL,FW,Internacional,28,23,23,1870,20.8,9,3,12,9,0,1,6,0,12.9,12.1,1.0,13.1,19,42,128,0.43,0.14,0.58,0.43,0.58,0.62,0.05,0.67,0.58,0.63,16.0,0,36,21,17,12,4,13,0
Danilo Boza,BRA,DF,Juventude,25,32,32,2829,31.4,3,1,4,3,0,0,2,0,2.9,2.9,0.3,3.2,20,88,10,0.1,0.03,0.13,0.1,0.13,0.09,0.01,0.1,0.09,0.1,0.7,0,5,19,1,8,32,16,0
Martin Braithwaite,DEN,FW,Grêmio,32,18,18,1462,16.2,8,2,10,8,0,0,2,0,5.6,5.6,1.4,7.0,19,31,78,0.49,0.12,0.62,0.49,0.62,0.34,0.09,0.43,0.34,0.43,5.0,0,25,23,7,5,1,6,1
Breno,BRA,"FW,MF",Fortaleza,28,32,22,1897,21.1,5,3,8,5,0,0,4,0,4.5,4.5,1.3,5.8,81,43,163,0.24,0.14,0.38,0.24,0.38,0.21,0.06,0.27,0.21,0.27,2.0,0,15,56,8,78,7,5,0
Breno,BRA,MF,Corinthians,18,29,22,1780,19.8,0,0,0,0,0,0,5,0,1.4,1.4,1.0,2.4,24,118,55,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,0.15,0,29,34,1,15,21,24,0
Jose Breno,BRA,MF,Vitoria,19,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0
Emanuel Britez,ARG,DF,Fortaleza,31,30,29,2503,27.8,0,2,2,0,0,0,12,2,1.2,1.2,1.9,3.1,12,64,23,0.0,0.07,0.07,0.0,0.07,0.04,0.07,0.11,0.04,0.11,0.9,1,31,17,2,13,36,42,0
Bruninho,BRA,"FW,MF",RB Bragantino,20,2,1,79,0.9,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.2,0,4,7,0.0,1.14,1.14,0.0,1.14,0.18,0.08,0.26,0.18,0.26,1.5,0,1,4,0,0,0,0,0
Fabricio Bruno,BRA,DF,Flamengo,27,28,26,2310,25.7,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.9,11,115,6,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,3.5,0,10,11,0,5,16,19,0
Fabricio Bustos,ARG,DF,Internacional,27,11,9,864,9.6,1,1,2,1,0,0,4,0,0.7,0.7,0.8,1.5,12,63,64,0.1,0.1,0.21,0.1,0.21,0.08,0.08,0.16,0.08,0.16,6.5,0,17,7,1,25,10,20,0
Rafael Cabral,BRA,GK,Grêmio,33,6,5,457,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,1,0,0,0,0,0
Caca,BRA,DF,Corinthians,24,26,26,2298,25.5,4,1,5,4,0,0,4,1,4.3,4.3,0.2,4.6,9,45,1,0.16,0.04,0.2,0.16,0.2,0.17,0.01,0.18,0.17,0.18,1.0,0,29,12,0,1,13,15,2
Raul Caceres,PAR,DF,Vitoria,32,23,19,1695,18.8,0,3,3,0,0,0,2,0,0.1,0.1,2.4,2.5,50,49,111,0.0,0.16,0.16,0.0,0.16,0.01,0.13,0.13,0.01,0.13,0.35,0,22,4,3,94,11,17,0
Cadu,BRA,"FW,DF",Atlético Mineiro,19,20,12,1008,11.2,3,0,3,3,0,0,1,0,1.9,1.9,0.1,2.1,13,16,65,0.27,0.0,0.27,0.27,0.27,0.17,0.01,0.18,0.17,0.18,0.0,0,26,26,3,7,7,18,0
Caetano,BRA,DF,Corinthians,24,5,4,281,3.1,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,1.0,1,5,1,0,0,3,3,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,32,28,14,1392,15.5,1,2,3,1,0,0,3,0,2.3,2.3,1.2,3.5,39,43,125,0.06,0.13,0.19,0.06,0.19,0.15,0.08,0.23,0.15,0.23,0.45,0,21,23,2,47,9,15,0
Rodrigo Caio,BRA,DF,Grêmio,30,5,4,377,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3.0,0,4,4,0,0,4,4,0
Caique,BRA,GK,Grêmio,26,6,5,488,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Calebe,BRA,"MF,FW",Fortaleza,23,7,0,127,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,8,12,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.31,0.15,0.31,2.5,0,3,3,1,4,0,0,0
Lucas Calegari,BRA,DF,Fluminense,21,2,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,3,3,0,2,1,5,0
Jonathan Calleri,ARG,FW,São Paulo,30,27,24,2047,22.7,5,4,9,5,0,0,6,0,5.6,5.6,1.3,6.9,24,28,112,0.22,0.18,0.4,0.22,0.4,0.25,0.06,0.3,0.25,0.3,4.5,0,37,48,25,23,4,9,0
Patric Calmon PK,BRA,DF,Vitoria,29,11,7,540,6.0,0,1,1,0,0,0,1,1,0.1,0.1,0.7,0.8,17,24,37,0.0,0.17,0.17,0.0,0.17,0.02,0.11,0.13,0.02,0.13,0.0,0,6,3,2,29,15,6,0
Gustavo Campanharo,BRA,MF,Atl Goianiense,31,3,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,1.2,0,2,0,0,0,0,1,0
Joel Campbell,CRC,"MF,FW",Atl Goianiense,31,10,6,558,6.2,2,0,2,1,1,1,3,0,1.8,1.0,0.5,1.5,23,54,41,0.32,0.0,0.32,0.16,0.16,0.29,0.08,0.37,0.17,0.25,2.5,0,3,9,0,16,2,10,0
