Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Miguel Trauco,PER,DF,Criciúma,31,24,17,1446,16.1,2,0,2,2,0,0,3,1,0.3,0.3,0.5,0.8,3,81,15,0.12,0.0,0.12,0.12,0.12,0.02,0.03,0.05,0.02,0.05,1.8,0,16,3,0,32,10,23,0
Bruno Tubarao,BRA,DF,Atl Goianiense,28,23,17,1586,17.6,0,0,0,0,0,0,4,1,0.4,0.4,1.2,1.6,49,107,64,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,0.5,1,14,17,1,71,16,19,0
Bruno Uvini,BRA,DF,Vitoria,32,6,5,428,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,12,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.5,0,2,1,0,0,6,1,0
Enner Valencia,ECU,FW,Internacional,34,24,11,961,10.7,3,1,4,3,0,1,2,0,4.6,3.8,0.5,4.3,26,11,70,0.28,0.09,0.37,0.28,0.37,0.43,0.05,0.48,0.35,0.4,3.0,0,15,17,4,12,1,5,0
Vanderlan,BRA,DF,Palmeiras,21,25,9,1051,11.7,0,3,3,0,0,0,0,0,0.4,0.4,2.6,3.0,19,32,73,0.0,0.26,0.26,0.0,0.26,0.03,0.22,0.26,0.03,0.26,2.0,0,19,5,0,44,13,19,0
Guillermo Varela,URU,DF,Flamengo,30,18,12,1038,11.5,1,0,1,1,0,0,2,0,0.2,0.2,1.0,1.3,14,24,50,0.09,0.0,0.09,0.09,0.09,0.02,0.09,0.11,0.02,0.11,2.0,0,10,18,1,29,12,12,0
Eduardo Vargas,CHI,"MF,FW",Atlético Mineiro,34,23,8,851,9.5,8,2,10,6,2,2,1,0,5.4,3.8,1.2,5.0,13,40,67,0.85,0.21,1.06,0.63,0.85,0.57,0.13,0.7,0.4,0.53,1.8,0,7,24,7,5,3,10,0
Pablo Vegetti,ARG,FW,Vasco da Gama,35,35,34,2986,33.2,12,2,14,12,0,2,7,0,12.4,10.9,2.8,13.7,10,37,131,0.36,0.06,0.42,0.36,0.42,0.37,0.09,0.46,0.33,0.41,0.45,0,34,72,28,16,1,11,0
Raphael Veiga,BRA,MF,Palmeiras,28,34,30,2478,27.5,11,3,14,8,3,4,3,1,10.8,7.6,7.1,14.7,57,168,124,0.4,0.11,0.51,0.29,0.4,0.39,0.26,0.65,0.28,0.53,12.0,0,19,45,4,208,8,13,0
Fausto Vera,ARG,MF,Corinthians,23,26,21,1866,20.8,2,0,2,2,0,0,1,0,2.1,2.1,0.4,2.5,25,98,32,0.1,0.0,0.1,0.1,0.1,0.1,0.02,0.12,0.1,0.12,7.0,0,30,13,0,12,16,18,1
Gabriel Veron,BRA,"FW,MF",Cruzeiro,21,27,21,1611,17.9,6,2,8,6,0,0,3,0,4.1,4.1,1.5,5.6,24,34,100,0.34,0.11,0.45,0.34,0.45,0.23,0.08,0.31,0.23,0.31,12.0,0,19,6,2,10,8,21,0
Joao Victor,BRA,DF,Flamengo,17,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
Joao Victor,BRA,DF,Vasco da Gama,25,23,20,1776,19.7,1,1,2,1,0,0,6,2,0.2,0.2,0.8,1.0,41,78,14,0.05,0.05,0.1,0.05,0.1,0.01,0.04,0.05,0.01,0.05,8.0,1,13,23,0,6,22,27,0
Marcos Victor,BRA,DF,Ath Paranaense,22,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.15,0,0,0,0,0,0,0,0
Dudu Vieira,BRA,MF,Juventude,29,5,3,268,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,4,3,0,0,4,3,0
Felipe Vieira,BRA,"DF,MF",Fluminense,18,6,0,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.25,0,3,2,0,1,4,3,0
Lucas Villalba,ARG,DF,Cruzeiro,29,23,14,1326,14.7,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,16,58,10,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1.5,0,18,6,1,11,18,9,0
Mathias Villasanti,PAR,MF,Grêmio,27,26,26,2339,26.0,3,1,4,3,0,0,5,0,2.1,2.1,1.6,3.6,17,120,51,0.12,0.04,0.15,0.12,0.15,0.08,0.06,0.14,0.08,0.14,4.0,0,43,29,0,12,43,46,0
Matias Vina,URU,DF,Flamengo,26,9,4,422,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.8,7,15,37,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.18,0.05,0.18,6.0,0,4,2,0,16,5,4,0
Alix Vinicius,BRA,DF,Atl Goianiense,24,25,24,2042,22.7,0,0,0,0,0,0,6,2,1.3,1.3,0.7,2.0,11,69,10,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,0.1,1,22,9,3,1,31,22,2
Caio Vinicius,BRA,"DF,MF",Vitoria,25,11,8,601,6.7,0,0,0,0,0,0,6,0,0.5,0.5,0.0,0.5,5,28,6,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,1.0,0,8,7,0,3,5,9,0
Eduardo Vinicius,BRA,MF,Cuiabá,18,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0,1,0,0,0,0,0,0
Mateus Vital,BRA,"MF,FW",Cruzeiro,25,19,5,533,5.9,1,1,2,1,0,0,0,0,1.0,1.0,0.4,1.4,12,25,27,0.17,0.17,0.34,0.17,0.34,0.16,0.07,0.24,0.16,0.24,2.5,0,5,14,0,8,1,7,0
Vitao,BRA,DF,Internacional,23,30,28,2502,27.8,0,0,0,0,0,0,5,0,1.4,1.4,0.1,1.5,29,89,4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,6.0,0,18,9,0,4,22,25,0
Vitinho,BRA,MF,Atlético Mineiro,19,22,1,485,5.4,1,1,2,1,0,0,2,0,1.9,1.9,0.4,2.3,7,14,25,0.19,0.19,0.37,0.19,0.37,0.35,0.07,0.43,0.35,0.43,0.0,0,2,6,1,5,3,3,0
Vitinho,BRA,FW,RB Bragantino,20,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,0,2,0,0,0
Vitinho,BRA,"DF,MF",Botafogo (RJ),24,44,32,2685,29.9,3,3,6,3,0,0,7,0,5.1,5.1,3.2,8.200000000000001,83,82,226,0.1,0.1,0.2,0.1,0.2,0.17,0.11,0.28,0.17,0.27,2.0,0,33,30,4,160,12,24,0
Paulo Vitor,BRA,MF,Atlético Mineiro,19,13,6,529,5.9,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,7,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0,13,5,0,0,3,7,0
Rayan Vitor,BRA,"FW,MF",Vasco da Gama,17,24,7,855,9.5,1,0,1,1,0,0,2,0,1.9,1.8,1.4,3.2,16,15,51,0.11,0.0,0.11,0.11,0.11,0.2,0.14,0.34,0.19,0.34,0.0,0,7,20,0,8,5,9,0
Felipe Vizeu,BRA,FW,Criciúma,26,17,5,445,4.9,2,0,2,2,0,0,1,1,1.0,1.0,0.2,1.2,6,9,19,0.4,0.0,0.4,0.4,0.4,0.2,0.04,0.25,0.2,0.25,0.5,0,6,9,2,0,2,4,0
Wagner,BRA,DF,Vitoria,24,36,36,3156,35.1,5,0,5,4,1,1,5,1,4.7,3.9,0.4,4.3,23,103,4,0.14,0.0,0.14,0.11,0.11,0.13,0.01,0.14,0.11,0.12,1.2,0,17,9,2,4,50,20,1
Walace,BRA,MF,Cruzeiro,28,11,6,462,5.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,11,25,7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,7.0,0,11,7,0,1,6,8,0
Wallace,BRA,"MF,FW",Flamengo,18,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,0.0,0,0,0,0,1,0,0,0
Walter,BRA,GK,Cuiabá,36,36,36,3240,36.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,1,2,0,0,0,0,0
Wanderson,BRA,"FW,MF",Internacional,29,23,10,1015,11.3,2,2,4,2,0,0,3,0,2.4,2.4,2.5,4.9,29,33,73,0.18,0.18,0.35,0.18,0.35,0.21,0.22,0.43,0.21,0.43,8.0,0,14,12,2,50,6,5,0
Welington,BRA,DF,São Paulo,22,22,19,1697,18.9,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.2,40,79,105,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.07,0.02,0.07,2.5,0,24,24,0,65,19,23,0
Jose Welison,BRA,MF,Fortaleza,28,21,10,883,9.8,0,1,1,0,0,0,1,1,0.1,0.1,0.7,0.8,7,42,8,0.0,0.1,0.1,0.0,0.1,0.01,0.07,0.08,0.01,0.08,0.8,0,11,4,0,7,13,22,0
Joao Wellington,BRA,"MF,FW",Cruzeiro,20,10,2,297,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,6,5,7,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,0.025,0,4,6,0,1,5,6,0
Werton,BRA,"MF,FW",Flamengo,20,2,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.15,0,0,2,1,1,1,2,0
Wesley,BRA,DF,Flamengo,20,31,25,2344,26.0,0,2,2,0,0,0,1,0,1.3,1.3,2.4,3.6,68,96,233,0.0,0.08,0.08,0.0,0.08,0.05,0.09,0.14,0.05,0.14,0.15,0,36,51,2,83,37,57,1
Wesley,BRA,"FW,MF",Internacional,24,33,30,2515,27.9,11,1,12,11,0,0,11,0,6.5,6.5,3.5,9.9,101,108,254,0.39,0.04,0.43,0.39,0.43,0.23,0.12,0.36,0.23,0.36,7.0,0,56,83,9,70,15,28,0
Wesley,BRA,FW,Corinthians,18,23,17,1438,16.0,2,1,3,2,0,0,2,0,1.8,1.8,2.4,4.1,79,45,124,0.13,0.06,0.19,0.13,0.19,0.11,0.15,0.26,0.11,0.26,0.15,0,16,37,4,44,5,12,0
Weverton,BRA,FW,Cruzeiro,20,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,0
Weverton,BRA,GK,Palmeiras,36,37,37,3330,37.0,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,3.5,0,0,9,0,0,0,1,0
William,BRA,DF,Cruzeiro,28,34,33,2963,32.9,5,5,10,2,3,3,8,0,4.6,2.3,4.5,6.8,84,139,214,0.15,0.15,0.3,0.06,0.21,0.14,0.14,0.28,0.07,0.21,2.0,0,42,23,0,184,49,66,0
Willian,BRA,MF,Vitoria,30,35,30,2649,29.4,5,1,6,5,0,0,8,0,4.1,4.1,1.2,5.3,11,102,46,0.17,0.03,0.2,0.17,0.2,0.14,0.04,0.18,0.14,0.18,0.45,0,45,43,1,3,34,34,0
Estevao Willian,BRA,FW,Palmeiras,16,31,26,2097,23.3,13,9,22,10,3,3,4,0,10.5,8.2,7.1,15.3,145,92,291,0.56,0.39,0.94,0.43,0.82,0.45,0.31,0.76,0.35,0.66,0.0,0,24,36,7,69,6,25,0
Samuel Xavier,BRA,DF,Fluminense,33,32,32,2750,30.6,0,2,2,0,0,0,5,0,0.7,0.7,2.0,2.7,66,142,101,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09,0.9,0,39,55,2,69,26,30,0
Yago,BRA,MF,Bahia,28,8,0,68,0.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2.5,0,7,1,0,0,0,3,0
Bruno Zapelli,ARG,"MF,FW",Ath Paranaense,21,32,16,1412,15.7,0,5,5,0,0,0,3,0,3.7,3.7,4.7,8.4,37,82,116,0.0,0.32,0.32,0.0,0.32,0.24,0.3,0.54,0.24,0.54,2.5,0,19,18,1,90,9,19,0
Federico Zaracho,ARG,MF,Atlético Mineiro,25,16,11,874,9.7,2,0,2,2,0,0,2,0,0.9,0.9,0.6,1.5,6,28,34,0.21,0.0,0.21,0.21,0.21,0.09,0.06,0.15,0.09,0.15,14.0,0,10,15,1,6,12,12,0
Zeca,BRA,DF,Vitoria,29,5,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,14,17,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,0.5,0,1,3,2,18,2,5,0
Mateo Zuleta,COL,"FW,MF",Atl Goianiense,21,4,0,49,0.5,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,3,2,13,1.84,0.0,1.84,1.84,1.84,0.9,0.14,1.05,0.9,1.05,0.0,0,2,2,0,3,1,1,0
