Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Christian Mawissa,FRA,DF,Monaco,19.0,22.0,17.0,1501.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,19.0,7.0,0.0,3.0,26.0,30.0,0.0,1.0,1.0,100.0,0.06,0.06,0.0,0.0,FR1,0.1,0.1,0.0,0.1,13.0,44.0,10.0,0.0,0.0,0.01,0.0,0.01
Senny Mayulu,FRA,MF,Paris S-G,18.0,20.0,8.0,808.0,9.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.22,0.22,0.45,0.22,0.45,15.0,0.0,19.0,18.0,0.0,9.0,5.0,18.0,0.0,25.0,8.0,32.0,2.78,0.89,0.08,0.25,FR1,2.9,2.9,2.1,4.9,29.0,46.0,56.0,0.32,0.23,0.55,0.32,0.55
Ethan Mbappe,FRA,"MF,FW",Lille,17.0,10.0,1.0,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,1.0,14.0,1.0,2.0,0.0,11.0,4.0,36.4,4.46,1.62,0.0,0.0,FR1,1.1,1.1,1.5,2.6,6.0,8.0,32.0,0.44,0.6,1.05,0.44,1.05
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,16.0,9.0,4.0,340.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.26,0.26,0.53,0.26,0.53,3.0,0.0,6.0,3.0,1.0,5.0,2.0,2.0,0.0,12.0,7.0,58.3,3.18,1.85,0.08,0.14,FR1,1.8,1.8,1.1,2.9,15.0,9.0,54.0,0.48,0.3,0.78,0.48,0.78
Facundo Medina,ARG,DF,Lens,25.0,29.0,29.0,2543.0,28.3,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.04,0.04,0.0,0.04,25.0,1.0,29.0,22.0,0.0,16.0,31.0,30.0,0.0,27.0,3.0,11.1,0.96,0.11,0.0,0.0,FR1,1.8,1.8,2.0,3.8,46.0,174.0,42.0,0.06,0.07,0.13,0.06,0.13
Henrik Meister,DEN,FW,Rennes,20.0,4.0,0.0,63.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,1.43,1.43,2.8,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,2.86,1.43,0.5,1.0,FR1,0.1,0.1,0.3,0.3,2.0,1.0,4.0,0.09,0.37,0.45,0.09,0.45
Bamo Meite,CIV,DF,Marseille,22.0,10.0,6.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,5.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Mohamed Meite,FRA,FW,Rennes,16.0,12.0,5.0,544.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,5.0,0.0,14.0,8.0,4.0,2.0,0.0,0.0,0.0,15.0,5.0,33.3,2.48,0.83,0.13,0.4,FR1,2.5,2.5,0.6,3.1,8.0,6.0,37.0,0.41,0.1,0.51,0.41,0.51
Farid El Melali,ALG,FW,Angers,27.0,32.0,22.0,1893.0,21.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.1,0.14,0.24,0.1,0.24,3.5,0.0,21.0,46.0,8.0,87.0,17.0,17.0,0.0,46.0,14.0,30.4,2.19,0.67,0.04,0.14,FR1,3.6,3.6,3.1,6.7,62.0,43.0,113.0,0.17,0.15,0.32,0.17,0.32
Nuno Mendes,POR,DF,Paris S-G,22.0,24.0,19.0,1676.0,18.6,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.05,0.16,0.21,0.05,0.21,70.0,0.0,13.0,23.0,1.0,60.0,18.0,19.0,0.0,21.0,10.0,47.6,1.13,0.54,0.05,0.1,FR1,2.2,2.2,5.0,7.2,58.0,127.0,108.0,0.12,0.27,0.39,0.12,0.39
Antoine Mendy,SEN,DF,Nice,20.0,18.0,8.0,825.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,13.0,9.0,0.0,6.0,7.0,20.0,0.0,9.0,1.0,11.1,0.98,0.11,0.0,0.0,FR1,0.6,0.6,0.1,0.7,12.0,35.0,15.0,0.06,0.01,0.07,0.06,0.07
Nampalys Mendy,SEN,MF,Lens,32.0,10.0,7.0,588.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,1.8,0.0,11.0,12.0,0.0,2.0,10.0,9.0,0.0,3.0,0.0,0.0,0.46,0.0,0.0,0.0,FR1,0.2,0.2,0.1,0.3,2.0,28.0,3.0,0.03,0.01,0.04,0.03,0.04
Gideon Mensah,GHA,DF,Auxerre,26.0,29.0,26.0,2280.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,4.0,0.0,33.0,26.0,1.0,76.0,49.0,46.0,0.0,4.0,1.0,25.0,0.16,0.04,0.0,0.0,FR1,0.2,0.2,2.6,2.8,52.0,93.0,101.0,0.01,0.1,0.11,0.01,0.11
Quentin Merlin,FRA,DF,Marseille,22.0,27.0,21.0,1589.0,17.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.06,0.17,0.23,0.06,0.23,15.0,0.0,11.0,17.0,2.0,93.0,14.0,17.0,0.0,26.0,10.0,38.5,1.47,0.57,0.04,0.1,FR1,2.1,2.1,3.0,5.0,40.0,86.0,169.0,0.12,0.17,0.28,0.12,0.28
Rafik Messali,FRA,DF,Toulouse,21.0,13.0,5.0,456.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.0,9.0,8.0,1.0,16.0,8.0,8.0,0.0,4.0,0.0,0.0,0.79,0.0,0.0,0.0,FR1,0.3,0.3,1.0,1.3,13.0,21.0,29.0,0.05,0.2,0.25,0.05,0.25
Thomas Meunier,BEL,DF,Lille,32.0,30.0,21.0,1928.0,21.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,2.0,0.0,27.0,3.0,3.0,61.0,34.0,39.0,0.0,28.0,11.0,39.3,1.31,0.51,0.07,0.18,FR1,1.9,1.9,0.7,2.5,64.0,136.0,148.0,0.09,0.03,0.12,0.09,0.12
Lucas Michal,FRA,"FW,MF",Monaco,19.0,8.0,0.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,4.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,33.3,2.31,0.77,0.0,0.0,FR1,0.2,0.2,0.9,1.1,4.0,4.0,11.0,0.17,0.7,0.87,0.17,0.87
Georges Mikautadze,GEO,FW,Lyon,23.0,34.0,13.0,1449.0,16.1,11.0,6.0,17.0,8.0,3.0,4.0,2.0,0.0,0.68,0.37,1.06,0.5,0.87,22.0,0.0,7.0,23.0,3.0,9.0,4.0,6.0,0.0,56.0,26.0,46.4,3.48,1.61,0.14,0.31,FR1,10.3,7.0,4.3,11.4,37.0,54.0,140.0,0.64,0.27,0.91,0.44,0.71
Igor Miladinovic,SRB,"FW,MF",Saint-Étienne,21.0,3.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Takumi Minamino,JPN,"MF,FW",Monaco,29.0,31.0,27.0,2231.0,24.8,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.24,0.12,0.36,0.24,0.36,15.0,0.0,31.0,22.0,10.0,23.0,11.0,18.0,0.0,57.0,21.0,36.8,2.3,0.85,0.11,0.29,FR1,8.9,8.9,6.6,15.5,51.0,114.0,193.0,0.36,0.26,0.62,0.36,0.62
Lucas Mincarelli,FRA,DF,Montpellier,20.0,10.0,8.0,715.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.9,0.0,5.0,5.0,0.0,21.0,10.0,11.0,0.0,7.0,2.0,28.6,0.88,0.25,0.14,0.5,FR1,0.6,0.6,0.3,0.9,15.0,25.0,16.0,0.08,0.03,0.11,0.08,0.11
Terem Moffi,NGA,FW,Nice,25.0,5.0,0.0,58.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.55,0.0,1.55,1.55,1.55,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,66.7,9.31,6.21,0.17,0.25,FR1,2.3,2.3,0.0,2.3,1.0,1.0,4.0,3.53,0.0,3.53,3.53,3.53
Mostafa Mohamed,EGY,FW,Nantes,26.0,30.0,11.0,1252.0,13.9,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.36,0.0,0.36,0.36,0.36,5.0,0.0,32.0,35.0,5.0,4.0,9.0,9.0,0.0,43.0,16.0,37.2,3.09,1.15,0.12,0.31,FR1,5.5,5.5,0.4,5.9,11.0,20.0,50.0,0.4,0.03,0.43,0.4,0.43
Florent Mollet,FRA,"MF,FW",Nantes,32.0,9.0,3.0,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.0,3.0,1.0,13.0,1.0,2.0,0.0,6.0,2.0,33.3,2.23,0.74,0.0,0.0,FR1,0.3,0.3,0.3,0.7,3.0,9.0,12.0,0.12,0.13,0.24,0.12,0.24
Diego Moreira,BEL,"DF,MF",Strasbourg,19.0,32.0,29.0,2568.0,28.5,2.0,7.0,9.0,2.0,0.0,0.0,4.0,1.0,0.07,0.25,0.32,0.07,0.32,18.0,0.0,26.0,35.0,2.0,93.0,34.0,29.0,0.0,25.0,8.0,32.0,0.88,0.28,0.08,0.25,FR1,2.0,2.0,7.3,9.3,99.0,87.0,245.0,0.07,0.25,0.33,0.07,0.33
Gabriel Moscardo,BRA,"MF,DF",Reims,18.0,6.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.14,0.0,0.0,0.0,FR1,0.2,0.2,0.0,0.2,1.0,3.0,3.0,0.22,0.0,0.22,0.22,0.22
Yael Mouanga,FRA,DF,Montpellier,19.0,14.0,10.0,946.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,10.0,5.0,1.0,2.0,10.0,8.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,FR1,0.1,0.1,0.2,0.3,4.0,22.0,2.0,0.01,0.02,0.03,0.01,0.03
Aimen Moueffek,FRA,MF,Saint-Étienne,23.0,22.0,13.0,1039.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,2.5,0.0,20.0,7.0,3.0,4.0,5.0,12.0,0.0,10.0,2.0,20.0,0.87,0.17,0.0,0.0,FR1,1.1,1.1,1.1,2.2,20.0,43.0,31.0,0.09,0.1,0.19,0.09,0.19
Youssoufa Moukoko,GER,"FW,MF",Nice,19.0,11.0,2.0,204.0,2.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.88,0.44,1.32,0.88,1.32,10.0,0.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,6.0,2.0,33.3,2.65,0.88,0.33,1.0,FR1,2.2,2.2,0.8,3.0,2.0,6.0,12.0,0.96,0.36,1.32,0.96,1.32
Louis Mouton,FRA,MF,Saint-Étienne,22.0,24.0,12.0,1045.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.7,0.0,24.0,7.0,2.0,21.0,12.0,26.0,0.0,19.0,3.0,15.8,1.64,0.26,0.0,0.0,FR1,1.3,1.3,1.3,2.6,18.0,54.0,51.0,0.11,0.11,0.22,0.11,0.22
Ngal'Ayel Mukau,COD,MF,Lille,19.0,22.0,14.0,1190.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,15.0,0.0,19.0,15.0,0.0,5.0,17.0,18.0,0.0,11.0,2.0,18.2,0.83,0.15,0.0,0.0,FR1,0.8,0.8,0.7,1.5,19.0,57.0,43.0,0.06,0.05,0.11,0.06,0.11
Marshall Munetsi,ZIM,MF,Reims,28.0,33.0,31.0,2770.0,30.8,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,0.19480519480519481,0.09740259740259741,0.01850649350649351,0.012337662337662338,0.01850649350649351,15.0,0.0,46.0,40.0,5.0,21.0,23.0,31.0,0.0,54.0,17.0,31.48148148148148,1.7532467532467533,0.551948051948052,0.1111111111111111,0.35294117647058826,FR1,7.3,7.3,3.8,11.0,17.0,36.0,83.0,0.237012987012987,0.12337662337662336,0.74,0.237012987012987,0.35714285714285715
Almoatasem Al Musrati,LBY,MF,Monaco,28.0,10.0,3.0,386.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23,0.23,0.47,0.23,0.47,8.0,0.0,5.0,3.0,0.0,0.0,5.0,11.0,0.0,11.0,3.0,27.3,2.56,0.7,0.09,0.33,FR1,0.5,0.5,0.4,0.9,2.0,41.0,5.0,0.11,0.1,0.21,0.11,0.21
Junior Mwanga,FRA,MF,Strasbourg,21.0,19.0,13.0,1248.0,13.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.07,0.14,0.22,0.07,0.22,6.0,0.0,25.0,7.0,0.0,21.0,10.0,25.0,0.0,16.0,4.0,25.0,1.15,0.29,0.06,0.25,FR1,1.3,1.3,1.0,2.3,17.0,52.0,17.0,0.09,0.07,0.17,0.09,0.17
Loic N'Gatta,FRA,DF,Auxerre,20.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Djylian N'Guessan,FRA,FW,Saint-Étienne,15.0,8.0,3.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.49,0.0,0.0,0.0,FR1,0.4,0.4,0.1,0.5,1.0,9.0,16.0,0.2,0.07,0.27,0.2,0.27
Mickael Nade,FRA,DF,Saint-Étienne,25.0,26.0,25.0,2306.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.04,0.08,0.12,0.04,0.12,2.0,0.0,19.0,27.0,0.0,1.0,33.0,43.0,1.0,5.0,2.0,40.0,0.2,0.08,0.2,0.5,FR1,0.7,0.7,0.6,1.3,17.0,72.0,2.0,0.03,0.02,0.05,0.03,0.05
Bilal Nadir,MAR,MF,Marseille,20.0,15.0,5.0,383.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,5.0,0.0,4.0,11.0,0.0,6.0,4.0,3.0,0.0,8.0,3.0,37.5,1.88,0.7,0.13,0.33,FR1,0.6,0.6,0.4,1.0,18.0,18.0,25.0,0.14,0.1,0.24,0.14,0.24
Mahamadou Nagida,CMR,DF,Rennes,19.0,12.0,4.0,430.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.42,0.0,0.42,0.42,0.42,0.8,0.0,5.0,12.0,0.0,29.0,10.0,6.0,0.0,6.0,3.0,50.0,1.26,0.63,0.33,0.67,FR1,1.5,1.5,0.3,1.8,22.0,15.0,55.0,0.31,0.07,0.38,0.31,0.38
Keito Nakamura,JPN,"FW,MF",Reims,24.0,32.0,31.0,2649.0,29.4,11.0,2.0,13.0,11.0,0.0,0.0,5.0,0.0,0.37,0.07,0.44,0.37,0.44,8.0,0.0,29.0,8.0,10.0,54.0,12.0,16.0,0.0,84.0,33.0,39.3,2.85,1.12,0.13,0.33,FR1,9.1,9.1,2.9,12.1,90.0,82.0,197.0,0.31,0.1,0.41,0.31,0.41
Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22.0,31.0,26.0,2107.0,23.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,0.26,0.17,0.43,0.26,0.43,18.0,0.0,9.0,17.0,1.0,67.0,7.0,13.0,0.0,28.0,12.0,42.9,1.2,0.51,0.21,0.5,FR1,6.5,6.5,4.9,11.4,53.0,126.0,127.0,0.28,0.21,0.49,0.28,0.49
Yael Nandjou,FRA,DF,Nice,19.0,3.0,2.0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,6.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.58,0.0,0.0,0.0,FR1,0.2,0.2,0.7,1.0,2.0,3.0,9.0,0.13,0.44,0.57,0.13,0.57
Youssouf Ndayishimiye,BDI,DF,Nice,25.0,23.0,22.0,1932.0,21.5,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.14,0.0,0.14,0.14,0.14,12.0,0.0,19.0,13.0,0.0,2.0,20.0,19.0,0.0,11.0,4.0,36.4,0.51,0.19,0.27,0.75,FR1,0.9,0.9,0.2,1.1,17.0,86.0,9.0,0.04,0.01,0.05,0.04,0.05
Junior Ndiaye,FRA,FW,Montpellier,19.0,15.0,4.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,9.0,11.0,4.0,2.0,0.0,2.0,0.0,5.0,2.0,40.0,1.02,0.41,0.0,0.0,FR1,0.5,0.5,0.4,0.9,5.0,7.0,26.0,0.1,0.09,0.19,0.1,0.19
Rassoul Ndiaye,SEN,MF,Le Havre,22.0,27.0,11.0,1061.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,2.0,0.0,12.0,10.0,1.0,32.0,12.0,25.0,0.0,18.0,5.0,27.8,1.53,0.42,0.06,0.2,FR1,1.7,1.7,0.6,2.4,6.0,46.0,30.0,0.15,0.05,0.2,0.15,0.2
Wilfried Ndollo,CMR,DF,Montpellier,19.0,8.0,3.0,401.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7.0,8.0,0.0,6.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,5.0,7.0,18.0,0.0,0.01,0.01,0.0,0.01
Tanguy Ndombele,FRA,MF,Nice,27.0,18.0,12.0,1131.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.16,0.24,0.08,0.24,7.0,0.0,10.0,28.0,0.0,3.0,13.0,22.0,0.0,11.0,3.0,27.3,0.88,0.24,0.09,0.33,FR1,2.4,2.4,2.4,4.8,22.0,61.0,36.0,0.19,0.19,0.38,0.19,0.38
Loic Nego,HUN,"DF,FW",Le Havre,33.0,31.0,28.0,2459.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,27.0,28.0,5.0,75.0,29.0,35.0,0.0,11.0,2.0,18.2,0.4,0.07,0.0,0.0,FR1,0.8,0.8,0.7,1.4,64.0,102.0,123.0,0.03,0.03,0.05,0.03,0.05
Joao Neves,POR,"MF,DF",Paris S-G,19.0,29.0,22.0,1844.0,20.5,3.0,8.0,11.0,3.0,0.0,0.0,1.0,0.0,0.15,0.39,0.54,0.15,0.54,80.0,0.0,17.0,33.0,3.0,15.0,23.0,31.0,0.0,28.0,12.0,42.9,1.37,0.59,0.11,0.25,FR1,3.0,3.0,4.0,7.0,35.0,144.0,80.0,0.15,0.2,0.34,0.15,0.34
Mikayil Ngor Faye,SEN,DF,Rennes,20.0,11.0,7.0,688.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,6.0,0.0,1.0,12.0,12.0,0.0,6.0,3.0,50.0,0.78,0.39,0.0,0.0,FR1,0.4,0.4,0.0,0.4,12.0,35.0,4.0,0.05,0.0,0.05,0.05,0.05
Bernard Nguene,CMR,FW,Nice,17.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Moussa Niakhate,SEN,DF,Lyon,28.0,31.0,30.0,2726.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,16.0,1.0,5.0,25.0,27.0,0.0,2.0,1.0,50.0,0.07,0.03,0.0,0.0,FR1,0.1,0.1,1.0,1.1,34.0,111.0,5.0,0.0,0.03,0.04,0.0,0.04
Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22.0,22.0,19.0,1707.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.05,0.0,0.05,0.05,0.05,4.0,0.0,21.0,18.0,0.0,2.0,12.0,32.0,0.0,11.0,2.0,18.2,0.58,0.11,0.09,0.5,FR1,1.0,1.0,0.0,1.0,5.0,39.0,4.0,0.05,0.0,0.05,0.05,0.05
Ibrahima Niane,SEN,FW,Angers,25.0,24.0,8.0,943.0,10.5,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.29,0.1,0.38,0.19,0.29,1.0,0.0,15.0,30.0,9.0,2.0,2.0,3.0,0.0,30.0,11.0,36.7,2.86,1.05,0.07,0.18,FR1,5.7,4.9,1.0,6.0,19.0,9.0,50.0,0.55,0.1,0.64,0.47,0.57
Rasmus Nicolaisen,DEN,DF,Toulouse,27.0,7.0,7.0,623.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,4.5,0.0,4.0,8.0,0.0,0.0,10.0,3.0,1.0,5.0,1.0,20.0,0.72,0.14,0.0,0.0,FR1,0.4,0.4,0.2,0.7,3.0,27.0,2.0,0.06,0.03,0.1,0.06,0.1
Arnaud Nordin,FRA,FW,Montpellier,26.0,22.0,14.0,1246.0,13.9,4.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,0.28776978417266186,0.07194244604316546,0.028057553956834534,0.016546762589928057,0.022302158273381296,5.0,0.0,14.0,43.0,1.0,44.0,5.0,14.0,0.0,29.0,13.0,44.827586206896555,2.0863309352517985,0.935251798561151,0.13793103448275862,0.3076923076923077,FR1,4.1,2.5,1.4,3.9,54.0,24.0,126.0,0.29496402877697836,0.10071942446043164,0.93,0.17985611510791366,0.2805755395683453
Plamedi Nsingi,,MF,Nantes,23.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,5.63,5.63,0.0,0.0,FR1,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21
Ernest Nuamah,GHA,"FW,MF",Lyon,20.0,23.0,13.0,1052.0,11.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.26,0.09,0.34,0.26,0.34,15.0,0.0,18.0,11.0,7.0,30.0,8.0,11.0,0.0,28.0,13.0,46.4,2.4,1.11,0.11,0.23,FR1,2.2,2.2,1.5,3.7,44.0,33.0,131.0,0.19,0.13,0.32,0.19,0.32
Rabby Nzingoula,FRA,MF,Montpellier,18.0,27.0,20.0,1689.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.05,0.0,0.05,0.05,0.05,2.5,0.0,37.0,43.0,2.0,17.0,29.0,41.0,0.0,19.0,6.0,31.6,1.01,0.32,0.05,0.17,FR1,1.0,1.0,1.6,2.6,25.0,40.0,38.0,0.06,0.09,0.14,0.06,0.14
M'Bala Nzola,ANG,FW,Lens,27.0,21.0,16.0,1460.0,16.2,6.0,1.0,7.0,6.0,0.0,0.0,3.0,1.0,0.37,0.06,0.43,0.37,0.43,6.0,0.0,30.0,13.0,23.0,1.0,5.0,4.0,0.0,47.0,18.0,38.3,2.9,1.11,0.13,0.33,FR1,8.6,8.6,1.3,9.9,26.0,22.0,118.0,0.53,0.08,0.61,0.53,0.61
Marwann Nzuzi,FRA,DF,Saint-Étienne,20.0,2.0,2.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,50.0,1.44,0.72,0.0,0.0,FR1,0.0,0.0,0.1,0.1,2.0,2.0,5.0,0.02,0.05,0.08,0.02,0.08
Hamzat Ojediran,NGA,"MF,FW",Lens,20.0,17.0,1.0,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.22,0.0,0.22,0.22,0.22,1.8,0.0,17.0,3.0,1.0,2.0,10.0,15.0,0.0,10.0,3.0,30.0,2.16,0.65,0.1,0.33,FR1,0.6,0.6,0.4,1.0,4.0,22.0,2.0,0.12,0.09,0.22,0.12,0.22
Joseph Okumu,KEN,DF,Reims,27.0,22.0,20.0,1695.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05,7.0,1.0,15.0,15.0,0.0,5.0,26.0,16.0,0.0,12.0,2.0,16.7,0.64,0.11,0.08,0.5,FR1,1.0,1.0,0.1,1.2,18.0,116.0,1.0,0.05,0.01,0.06,0.05,0.06
Ben Old,NZL,"FW,MF",Saint-Étienne,21.0,13.0,4.0,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,4.0,10.0,0.0,19.0,2.0,5.0,0.0,11.0,2.0,18.2,1.87,0.34,0.0,0.0,FR1,1.0,1.0,0.8,1.8,16.0,14.0,48.0,0.17,0.14,0.31,0.17,0.31
