Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Warmed Omari,COM,DF,Lyon,24.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Becir Omeragic,SUI,DF,Montpellier,22.0,22.0,21.0,1799.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,13.0,10.0,0.0,7.0,15.0,16.0,0.0,7.0,3.0,42.9,0.35,0.15,0.0,0.0,FR1,0.3,0.3,0.1,0.4,21.0,51.0,3.0,0.01,0.01,0.02,0.01,0.02
Andrew Omobamidele,IRL,DF,Strasbourg,22.0,10.0,6.0,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,13.0,7.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Ado Onaiwu,JPN,"MF,FW",Auxerre,28.0,31.0,9.0,957.0,10.6,4.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,0.38,0.09,0.47,0.38,0.47,1.5,0.0,9.0,12.0,3.0,7.0,3.0,7.0,0.0,23.0,14.0,60.9,2.16,1.32,0.17,0.29,FR1,4.0,4.0,1.1,5.1,17.0,33.0,74.0,0.37,0.1,0.47,0.37,0.47
Christopher Operi,CIV,"DF,FW",Le Havre,27.0,13.0,13.0,1169.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.15,0.15,0.0,0.15,3.8,1.0,8.0,16.0,3.0,126.0,16.0,9.0,0.0,7.0,1.0,14.3,0.54,0.08,0.0,0.0,FR1,0.3,0.3,2.2,2.5,28.0,52.0,65.0,0.02,0.17,0.19,0.02,0.19
Fredrik Oppegard,NOR,DF,PSV Eindhoven,21.0,15.0,5.0,549.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,6.0,7.0,2.0,15.0,3.0,4.0,0.0,6.0,2.0,33.33333333333333,0.9836065573770493,0.3278688524590164,0.0,0.0,NL1,0.4,0.4,0.7,1.1,21.0,22.0,52.0,0.06557377049180328,0.11475409836065574,0.36,0.06557377049180328,0.18032786885245905
Victor Orakpo,NGA,FW,Nice,18.0,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,FR1,0.3,0.3,0.0,0.3,2.0,1.0,4.0,0.81,0.0,0.81,0.81,0.81
Ike Orazi,IRL,MF,Reims,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gift Orban,NGA,"FW,DF",Hoffenheim,22.0,16.0,9.0,873.0,9.7,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.6185567010309279,0.0,0.15360824742268042,0.15360824742268042,0.15360824742268042,10.0,0.0,20.0,8.0,12.0,7.0,0.0,1.0,0.0,15.0,7.0,46.666666666666664,1.5463917525773196,0.7216494845360826,0.4,0.8571428571428571,L1,4.6,4.6,0.2,4.8,9.0,9.0,47.0,0.4742268041237113,0.02061855670103093,1.0699999999999998,0.4742268041237113,0.4948453608247423
Gabriel Osho,NGA,DF,Auxerre,25.0,20.0,20.0,1654.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.05,0.0,0.05,0.05,0.05,3.0,0.0,11.0,10.0,0.0,3.0,13.0,16.0,0.0,7.0,3.0,42.9,0.38,0.16,0.14,0.33,FR1,1.0,1.0,0.1,1.1,12.0,43.0,2.0,0.05,0.01,0.06,0.05,0.06
Jibril Othman,TUN,FW,Saint-Étienne,20.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoul Ouattara,FRA,"DF,FW",Strasbourg,18.0,17.0,3.0,471.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.19,0.19,0.38,0.19,0.38,1.2,0.0,7.0,1.0,1.0,3.0,8.0,3.0,0.0,5.0,3.0,60.0,0.96,0.57,0.2,0.33,FR1,0.3,0.3,0.5,0.8,7.0,18.0,14.0,0.06,0.1,0.16,0.06,0.16
Kassoum Ouattara,FRA,"DF,FW",Monaco,19.0,12.0,5.0,391.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.23,0.23,0.0,0.23,7.0,0.0,10.0,2.0,0.0,17.0,5.0,7.0,0.0,2.0,1.0,50.0,0.46,0.23,0.0,0.0,FR1,0.2,0.2,1.2,1.4,15.0,16.0,35.0,0.04,0.28,0.31,0.04,0.31
Zinedine Ould Khaled,FRA,MF,Angers,24.0,10.0,4.0,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,8.0,4.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,100.0,0.26,0.26,0.0,0.0,FR1,0.0,0.0,0.0,0.0,2.0,11.0,5.0,0.01,0.0,0.01,0.01,0.01
Beres Owusu,FRA,DF,Saint-Étienne,20.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03
Elisha Owusu,GHA,MF,Auxerre,26.0,28.0,28.0,2344.0,26.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.04,0.12,0.15,0.04,0.15,3.0,0.0,48.0,21.0,0.0,10.0,39.0,42.0,1.0,7.0,3.0,42.9,0.27,0.12,0.14,0.33,FR1,0.4,0.4,1.0,1.4,8.0,78.0,33.0,0.01,0.04,0.05,0.01,0.05
Willian Pacho,ECU,DF,Paris S-G,22.0,28.0,23.0,2132.0,23.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,65.0,0.0,20.0,7.0,0.0,0.0,41.0,30.0,0.0,5.0,1.0,20.0,0.21,0.04,0.0,0.0,FR1,0.3,0.3,0.3,0.6,3.0,53.0,1.0,0.01,0.01,0.02,0.01,0.02
Nicolas Pallois,FRA,DF,Nantes,36.0,26.0,23.0,2017.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.09,0.09,0.0,0.09,0.4,0.0,22.0,11.0,0.0,7.0,29.0,27.0,1.0,3.0,1.0,33.3,0.13,0.04,0.0,0.0,FR1,0.4,0.4,0.4,0.8,6.0,52.0,5.0,0.02,0.02,0.04,0.02,0.04
Nicolas Pays,FRA,"FW,MF",Montpellier,20.0,9.0,4.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,6.0,0.0,17.0,4.0,6.0,0.0,11.0,1.0,9.1,2.21,0.2,0.0,0.0,FR1,1.3,1.3,0.1,1.5,21.0,14.0,53.0,0.27,0.03,0.29,0.27,0.29
Kevin Pedro,FRA,DF,Saint-Étienne,18.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Pefok,USA,FW,Union Berlin,28.0,25.0,16.0,1288.0,14.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.06993006993006992,0.06993006993006992,0.023776223776223772,0.016783216783216783,0.023776223776223772,3.0,0.0,33.0,23.0,10.0,1.0,6.0,8.0,0.0,34.0,10.0,29.411764705882355,2.3776223776223775,0.6993006993006993,0.029411764705882353,0.1,L1,4.1000000000000005,4.1000000000000005,1.6,5.699999999999999,6.0,16.0,47.0,0.2867132867132867,0.11188811188811189,0.78,0.2867132867132867,0.39860139860139854
Theo Pellenard,FRA,DF,Auxerre,30.0,2.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Timothee Pembele,FRA,DF,Le Havre,21.0,20.0,12.0,1113.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,2.5,0.0,9.0,11.0,1.0,28.0,12.0,22.0,0.0,8.0,3.0,37.5,0.65,0.24,0.13,0.33,FR1,1.3,1.3,0.1,1.4,27.0,43.0,44.0,0.1,0.01,0.11,0.1,0.11
Faris Pemi Moumbagna,CMR,FW,Marseille,24.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Perea,COL,"MF,DF",Strasbourg,18.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.43,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.09,0.0,0.09,0.09,0.09
Mathias Pereira Lage,POR,"FW,MF",Brest,27.0,29.0,18.0,1571.0,17.5,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,0.11,0.4,0.52,0.11,0.52,2.5,0.0,29.0,28.0,2.0,99.0,20.0,24.0,0.0,36.0,15.0,41.7,2.06,0.86,0.06,0.13,FR1,3.3,3.3,3.5,6.8,32.0,41.0,100.0,0.19,0.2,0.39,0.19,0.39
Gaetan Perrin,FRA,"MF,FW",Auxerre,28.0,34.0,31.0,2691.0,29.9,10.0,11.0,21.0,10.0,0.0,0.0,2.0,0.0,0.33,0.37,0.7,0.33,0.7,8.0,0.0,24.0,20.0,9.0,161.0,12.0,27.0,0.0,59.0,26.0,44.1,1.97,0.87,0.17,0.38,FR1,6.1,6.1,7.8,13.9,83.0,142.0,125.0,0.2,0.26,0.47,0.2,0.47
Prosper Peter,NGA,"MF,FW",Angers,16.0,2.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Leo Petrot,FRA,DF,Saint-Étienne,27.0,31.0,29.0,2634.0,29.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,0.9,0.0,23.0,22.0,1.0,51.0,40.0,39.0,0.0,7.0,3.0,42.9,0.24,0.1,0.0,0.0,FR1,0.6,0.6,1.6,2.2,28.0,93.0,100.0,0.02,0.06,0.08,0.02,0.08
Tom Pouilly,FRA,"DF,MF",Lens,21.0,10.0,2.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.0,2.0,0.0,11.0,4.0,6.0,0.0,5.0,2.0,40.0,1.65,0.66,0.0,0.0,FR1,0.4,0.4,0.4,0.9,12.0,11.0,34.0,0.14,0.15,0.28,0.14,0.28
Adrien Rabiot,FRA,MF,Marseille,29.0,29.0,27.0,2485.0,27.6,9.0,4.0,13.0,9.0,0.0,0.0,4.0,0.0,0.33,0.14,0.47,0.33,0.47,25.0,0.0,53.0,33.0,12.0,40.0,20.0,31.0,0.0,48.0,24.0,50.0,1.74,0.87,0.19,0.38,FR1,7.3,7.3,3.8,11.1,79.0,168.0,174.0,0.26,0.14,0.4,0.26,0.4
Goncalo Ramos,POR,FW,Paris S-G,23.0,22.0,12.0,1066.0,11.8,10.0,3.0,13.0,8.0,2.0,3.0,1.0,0.0,0.84,0.25,1.1,0.68,0.93,40.0,0.0,8.0,11.0,9.0,1.0,0.0,6.0,0.0,55.0,32.0,58.2,4.64,2.7,0.15,0.25,FR1,13.6,11.3,2.2,13.4,11.0,24.0,63.0,1.15,0.18,1.33,0.95,1.13
Lilian Raolisoa,FRA,"DF,FW",Angers,24.0,29.0,14.0,1318.0,14.6,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.2,0.2,0.0,0.2,0.8,0.0,16.0,9.0,3.0,76.0,16.0,25.0,0.0,14.0,1.0,7.1,0.96,0.07,0.0,0.0,FR1,0.7,0.7,2.0,2.7,33.0,47.0,62.0,0.05,0.13,0.18,0.05,0.18
Rayan Raveloson,MAD,"MF,DF",Auxerre,27.0,13.0,7.0,724.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,2.0,0.0,10.0,12.0,0.0,8.0,5.0,5.0,0.0,16.0,5.0,31.3,1.99,0.62,0.06,0.2,FR1,0.8,0.8,0.2,1.0,5.0,31.0,12.0,0.1,0.02,0.12,0.1,0.12
Alexsandro Ribeiro,BRA,DF,Lille,24.0,30.0,30.0,2700.0,30.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.03,0.03,0.07,0.03,0.07,20.0,0.0,27.0,32.0,2.0,8.0,26.0,19.0,1.0,21.0,4.0,19.0,0.7,0.13,0.05,0.25,FR1,1.6,1.6,0.4,2.0,25.0,178.0,8.0,0.05,0.01,0.07,0.05,0.07
Alejandro Rodriguez,POR,MF,Lyon,16.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Valentin Rongier,FRA,"MF,DF",Marseille,29.0,25.0,17.0,1562.0,17.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.17,0.06,0.23,0.17,0.23,9.0,0.0,37.0,14.0,0.0,7.0,32.0,29.0,0.0,14.0,7.0,50.0,0.81,0.4,0.21,0.43,FR1,1.0,1.0,1.1,2.1,25.0,110.0,28.0,0.06,0.06,0.12,0.06,0.12
Pablo Rosario,DOM,"MF,DF",Nice,27.0,29.0,21.0,1775.0,19.7,3.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,0.15,0.05,0.2,0.1,0.15,8.0,0.0,24.0,10.0,0.0,3.0,33.0,18.0,0.0,17.0,8.0,47.1,0.86,0.41,0.12,0.25,FR1,3.8,3.0,0.6,3.5,17.0,89.0,25.0,0.19,0.03,0.22,0.15,0.18
Anthony Rouault,FRA,DF,Stuttgart,23.0,29.0,25.0,2184.0,24.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0411522633744856,0.0,0.002880658436213992,0.002880658436213992,0.002880658436213992,10.0,0.0,26.0,9.0,1.0,1.0,24.0,19.0,0.0,12.0,4.0,33.33333333333333,0.49382716049382713,0.1646090534979424,0.08333333333333333,0.25,L1,1.0,1.0,0.3,1.3,9.0,88.0,4.0,0.0411522633744856,0.012345679012345678,0.11,0.0411522633744856,0.053497942386831275
Jonathan Rowe,ENG,"FW,MF",Marseille,21.0,28.0,6.0,807.0,9.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.33,0.33,0.67,0.33,0.67,12.0,0.0,14.0,26.0,6.0,28.0,2.0,11.0,0.0,36.0,15.0,41.7,4.01,1.67,0.08,0.2,FR1,3.5,3.5,4.5,8.0,30.0,31.0,96.0,0.39,0.5,0.89,0.39,0.89
Fabian Ruiz Pena,ESP,MF,Paris S-G,28.0,30.0,21.0,1923.0,21.4,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,0.19,0.23,0.42,0.19,0.42,40.0,0.0,6.0,10.0,5.0,27.0,16.0,24.0,0.0,43.0,12.0,27.9,2.01,0.56,0.09,0.33,FR1,4.3,4.3,4.7,9.0,47.0,205.0,92.0,0.2,0.22,0.42,0.2,0.42
Emmanuel Sabbi,USA,"FW,MF",Le Havre,26.0,15.0,7.0,653.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,11.0,16.0,2.0,15.0,3.0,7.0,0.0,15.0,5.0,33.3,2.07,0.69,0.0,0.0,FR1,1.9,1.9,0.6,2.5,11.0,15.0,39.0,0.27,0.08,0.35,0.27,0.35
Falaye Sacko,MLI,DF,Montpellier,29.0,16.0,14.0,1233.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,1.5,0.0,15.0,6.0,1.0,12.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR1,0.0,0.0,0.2,0.2,21.0,59.0,34.0,0.0,0.01,0.01,0.0,0.01
Modibo Sagnan,MLI,DF,Montpellier,25.0,27.0,24.0,2141.0,23.8,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.08,0.0,0.08,0.08,0.08,3.0,0.0,33.0,12.0,1.0,1.0,31.0,35.0,0.0,11.0,4.0,36.4,0.46,0.17,0.18,0.5,FR1,0.7,0.7,0.6,1.3,13.0,51.0,3.0,0.03,0.03,0.06,0.03,0.06
Osame Sahraoui,MAR,"FW,MF",Lille,23.0,30.0,10.0,1293.0,14.4,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,12.0,0.0,8.0,12.0,1.0,12.0,6.0,8.0,0.0,23.0,9.0,39.1,1.6,0.63,0.13,0.33,FR1,2.9,2.9,3.6,6.5,69.0,89.0,159.0,0.2,0.25,0.45,0.2,0.45
Wesley Said,FRA,FW,Lens,29.0,24.0,11.0,905.0,10.1,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.3,0.0,0.3,0.3,0.3,3.0,0.0,22.0,4.0,7.0,8.0,2.0,11.0,0.0,17.0,7.0,41.2,1.69,0.7,0.18,0.43,FR1,3.2,3.2,1.0,4.2,16.0,24.0,53.0,0.32,0.1,0.42,0.32,0.42
Theo Sainte-Luce,FRA,DF,Montpellier,25.0,16.0,11.0,1018.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,0.8,0.0,8.0,9.0,2.0,24.0,12.0,12.0,0.0,8.0,4.0,50.0,0.71,0.35,0.13,0.25,FR1,1.0,1.0,0.8,1.8,19.0,22.0,33.0,0.1,0.07,0.17,0.1,0.17
Ibrahim Salah,MAR,FW,Brest,22.0,12.0,4.0,358.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.5,3.0,0.0,6.0,3.0,2.0,15.0,2.0,2.0,0.0,13.0,4.0,30.8,3.27,1.01,0.08,0.25,FR1,0.6,0.6,0.6,1.1,15.0,7.0,40.0,0.15,0.14,0.29,0.15,0.29
Amine Salama,FRA,FW,Reims,24.0,17.0,2.0,373.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,5.0,4.0,1.0,2.0,0.0,9.0,3.0,33.3,2.17,0.72,0.0,0.0,FR1,0.7,0.7,0.3,1.0,12.0,9.0,28.0,0.17,0.08,0.25,0.17,0.25
Mohammed Salisu,GHA,DF,Monaco,25.0,15.0,11.0,1023.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,12.0,0.0,9.0,3.0,1.0,0.0,18.0,17.0,0.0,8.0,5.0,62.5,0.7,0.44,0.13,0.2,FR1,0.8,0.8,0.1,0.8,8.0,68.0,3.0,0.07,0.0,0.07,0.07,0.07
Yoann Salmier,GUF,DF,Le Havre,31.0,13.0,9.0,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,9.0,3.0,0.0,1.0,9.0,6.0,0.0,5.0,3.0,60.0,0.56,0.34,0.0,0.0,FR1,0.8,0.8,0.2,1.1,7.0,24.0,1.0,0.1,0.02,0.12,0.1,0.12
Mama Samba Balde,GNB,FW,Brest,28.0,29.0,12.0,1182.0,13.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.15,0.23,0.38,0.15,0.38,4.0,0.0,19.0,23.0,14.0,11.0,6.0,11.0,0.0,30.0,9.0,30.0,2.27,0.68,0.07,0.22,FR1,3.1,3.1,2.1,5.199999999999999,36.0,23.0,102.0,0.23,0.16,0.39,0.23,0.39
Arouna Sangante,SEN,DF,Le Havre,22.0,16.0,16.0,1244.0,13.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,0.22,0.0,0.22,0.22,0.22,8.0,0.0,22.0,16.0,1.0,2.0,22.0,16.0,0.0,7.0,4.0,57.1,0.51,0.29,0.43,0.75,FR1,1.0,1.0,0.1,1.1,11.0,48.0,3.0,0.07,0.01,0.08,0.07,0.08
Nhoa Sangui,FRA,"DF,MF",Reims,18.0,26.0,10.0,1158.0,12.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,2.5,0.0,9.0,9.0,0.0,15.0,8.0,8.0,0.0,3.0,0.0,0.0,0.23,0.0,0.0,0.0,FR1,0.1,0.1,0.5,0.6,21.0,45.0,53.0,0.01,0.04,0.05,0.01,0.05
Morgan Sanson,FRA,MF,Nice,29.0,6.0,3.0,235.0,2.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.15,0.0,1.15,1.15,1.15,5.0,0.0,2.0,1.0,0.0,4.0,4.0,3.0,0.0,9.0,4.0,44.4,3.45,1.53,0.33,0.75,FR1,1.5,1.5,0.1,1.6,5.0,13.0,17.0,0.58,0.02,0.6,0.58,0.6
Baptiste Santamaria,FRA,MF,Rennes,29.0,23.0,16.0,1409.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,7.0,0.0,22.0,27.0,1.0,7.0,28.0,14.0,0.0,20.0,4.0,20.0,1.27,0.25,0.0,0.0,FR1,1.0,1.0,1.3,2.3,13.0,73.0,20.0,0.06,0.08,0.15,0.06,0.15
Andrey Santos,BRA,MF,Strasbourg,20.0,32.0,32.0,2855.0,31.7,10.0,3.0,13.0,10.0,0.0,0.0,8.0,0.0,0.32,0.09,0.41,0.32,0.41,35.0,0.0,29.0,63.0,0.0,0.0,31.0,72.0,0.0,46.0,16.0,34.8,1.45,0.5,0.22,0.63,FR1,5.1,5.1,3.3,8.4,29.0,149.0,26.0,0.16,0.1,0.27,0.16,0.27
Tiago Santos,POR,DF,Lille,22.0,7.0,4.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,10.0,2.0,19.0,2.0,7.0,0.0,8.0,4.0,50.0,1.78,0.89,0.0,0.0,FR1,0.4,0.4,0.6,1.0,24.0,17.0,43.0,0.09,0.13,0.22,0.09,0.22
Malang Sarr,FRA,DF,Lens,25.0,21.0,15.0,1385.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,10.0,1.0,1.0,22.0,13.0,0.0,6.0,1.0,16.7,0.39,0.06,0.0,0.0,FR1,0.3,0.3,0.3,0.6,4.0,54.0,1.0,0.02,0.02,0.04,0.02,0.04
Mamadou Sarr,FRA,DF,Strasbourg,18.0,27.0,27.0,2365.0,26.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,20.0,0.0,29.0,11.0,0.0,1.0,25.0,22.0,0.0,5.0,0.0,0.0,0.19,0.0,0.0,0.0,FR1,0.8,0.8,0.3,1.1,7.0,52.0,1.0,0.03,0.01,0.04,0.03,0.04
Martin Satriano,URU,"FW,DF",Lens,23.0,7.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,5.11,0.0,0.0,0.0,FR1,0.4,0.4,0.1,0.5,2.0,2.0,14.0,0.37,0.12,0.5,0.37,0.5
Teji Savanier,FRA,MF,Montpellier,32.0,31.0,27.0,2363.0,26.3,2.0,5.0,7.0,0.0,2.0,2.0,4.0,1.0,0.08,0.19,0.27,0.0,0.19,2.5,0.0,22.0,62.0,1.0,197.0,14.0,26.0,0.0,47.0,17.0,36.2,1.79,0.65,0.0,0.0,FR1,3.8,2.3,6.9,9.1,26.0,183.0,108.0,0.15,0.27,0.42,0.09,0.36
Niklas Schmidt,GER,MF,Toulouse,26.0,9.0,2.0,205.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,1.8,0.0,5.0,1.0,0.0,16.0,1.0,3.0,0.0,3.0,1.0,33.3,1.32,0.44,0.0,0.0,FR1,0.1,0.1,0.7,0.8,2.0,23.0,1.0,0.03,0.31,0.34,0.03,0.34
