Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Uriel van Aalst,,FW,Willem II,,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Patrick van Aanholt,NED,DF,Sparta R'dam,33.0,21,20,1656,18.4,0,0,0,0,0,0,4,0,0.6,0.6,1.3,1.9,39,86,64,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,0.5,0,14,4,2,23,20,19,0,19,1,5.3,1.03,0.05,0.0,0.0
Paxten Aaronson,USA,"MF,FW",Utrecht,20.0,33,30,2689,29.9,8,4,12,8,0,0,8,0,5.3,5.3,2.9,8.2,51,116,80,0.27,0.13,0.4,0.27,0.4,0.18,0.1,0.28,0.18,0.28,8.0,0,42,32,3,50,40,72,0,60,14,23.3,2.01,0.47,0.13,0.57
Jayden Addai,NED,"FW,DF",AZ Alkmaar,18.0,17,3,324,3.6,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,18,15,44,0.28,0.0,0.28,0.28,0.28,0.28,0.11,0.4,0.28,0.4,1.5,0,2,13,1,4,0,3,0,13,5,38.5,3.61,1.39,0.08,0.2
Bobby Adekanye,NED,"FW,MF",Go Ahead Eag,25.0,13,10,778,8.6,1,0,1,1,0,0,2,0,1.3,1.3,0.9,2.2,31,22,60,0.12,0.0,0.12,0.12,0.12,0.15,0.11,0.26,0.15,0.26,0.65,0,9,13,1,33,0,8,0,18,5,27.8,2.08,0.58,0.06,0.2
Aske Adelgaard,DEN,DF,Go Ahead Eag,20.0,22,14,1224,13.6,0,1,1,0,0,0,5,0,0.3,0.3,1.3,1.6,25,39,61,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,0.85,0,17,14,0,58,8,11,0,5,1,20.0,0.37,0.07,0.0,0.0
Shawn Adewoye,BEL,DF,Fortuna Sittard,24.0,24,20,1748,19.4,1,0,1,1,0,0,3,0,1.5,1.5,0.1,1.6,13,59,0,0.05,0.0,0.05,0.05,0.05,0.08,0.01,0.08,0.08,0.08,1.3,0,29,13,0,2,29,17,0,11,3,27.3,0.57,0.15,0.09,0.33
Olivier Aertssen,NED,DF,Zwolle,19.0,20,14,1116,12.4,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,13,47,19,0.08,0.0,0.08,0.08,0.08,0.05,0.05,0.1,0.05,0.1,0.75,0,12,6,0,7,14,20,0,6,2,33.3,0.48,0.16,0.17,0.5
Amar Ahmed,SWE,"FW,MF",Willem II,20.0,22,5,703,7.8,1,0,1,1,0,0,3,0,0.7,0.7,0.9,1.7,35,21,55,0.13,0.0,0.13,0.13,0.13,0.1,0.12,0.22,0.1,0.22,0.45,0,10,12,0,28,9,4,0,14,5,35.7,1.79,0.64,0.07,0.2
Isaiah Ahmed,CUW,MF,Heerenveen,18.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Makan Aiko,FRA,FW,Fortuna Sittard,23.0,22,13,1179,13.1,1,0,1,1,0,0,4,0,4.0,4.0,0.9,4.9,22,6,59,0.08,0.0,0.08,0.08,0.08,0.3,0.07,0.37,0.3,0.37,0.6,0,20,16,8,14,7,3,0,24,7,29.2,1.83,0.53,0.04,0.14
Chuba Akpom,ENG,FW,Ajax,28.0,16,9,832,9.2,3,1,4,3,0,0,0,0,3.1,3.1,0.5,3.5,25,17,93,0.32,0.11,0.43,0.32,0.43,0.33,0.05,0.38,0.33,0.38,7.0,0,10,22,4,7,0,7,0,22,10,45.5,2.38,1.08,0.14,0.3
Hamdi Akujobi,NED,DF,Almere City,24.0,28,27,2344,26.0,1,1,2,1,0,0,5,0,0.7,0.7,1.7,2.4,50,89,85,0.04,0.04,0.08,0.04,0.08,0.03,0.07,0.09,0.03,0.09,0.55,0,28,24,0,45,24,38,0,15,5,33.3,0.58,0.19,0.07,0.2
Gerald Alders,NED,DF,Twente,19.0,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Hussein Ali,IRQ,DF,Heerenveen,22.0,6,1,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,3,0,3,2,5,0,0,0,0.0,0.0,0.0,0.0,0.0
Jaydon Amauri Banel,NED,FW,Ajax,19.0,1,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,8,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1.0,0,2,3,0,5,0,0,0,4,0,0.0,5.63,0.0,0.0,0.0
Jamal Amofa,NED,DF,Go Ahead Eag,25.0,2,2,158,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.5,0,2,0,0,0,1,1,0,1,0,0.0,0.57,0.0,0.0,0.0
Silas Andersen,DEN,MF,Utrecht,20.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Plamen Andreev,BUL,GK,Feyenoord,19.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Oliver Antman,FIN,"FW,MF",Go Ahead Eag,22.0,32,28,2410,26.8,6,15,21,6,0,0,1,0,7.1,7.1,9.1,16.2,96,75,207,0.22,0.56,0.78,0.22,0.78,0.27,0.34,0.61,0.27,0.61,6.0,0,10,18,8,57,10,16,0,54,16,29.6,2.02,0.6,0.11,0.38
Anouar El Azzouzi,NED,"MF,DF",Zwolle,23.0,33,33,2876,32.0,1,0,1,1,0,0,7,0,3.3,3.3,1.0,4.4,32,153,55,0.03,0.0,0.03,0.03,0.03,0.1,0.03,0.14,0.1,0.14,1.8,0,45,38,0,24,39,54,0,36,5,13.9,1.13,0.16,0.03,0.2
Julian Baas,NED,MF,Sparta R'dam,22.0,13,9,850,9.4,0,2,2,0,0,0,1,0,0.1,0.1,1.1,1.3,8,44,6,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14,0.8,0,8,8,0,50,13,10,0,4,2,50.0,0.42,0.21,0.0,0.0
Youri Baas,NED,DF,Ajax,21.0,23,23,2040,22.7,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,18,115,6,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,12.0,0,16,24,1,3,32,10,0,2,1,50.0,0.09,0.04,0.5,1.0
Isaac Babadi,NED,MF,PSV Eindhoven,19.0,8,1,175,1.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,14,32,11,0.51,0.0,0.51,0.51,0.51,0.36,0.18,0.54,0.36,0.54,3.0,0,2,0,0,4,2,6,0,4,3,75.0,2.06,1.54,0.25,0.33
Leandro Bacuna,CUW,"DF,MF",Groningen,32.0,31,25,2330,25.9,4,3,7,1,3,4,8,0,4.8,1.7,2.9,4.6,44,97,100,0.15,0.12,0.27,0.04,0.15,0.19,0.11,0.3,0.06,0.18,0.3,0,20,9,0,86,23,25,1,36,15,41.7,1.39,0.58,0.03,0.07
Thibo Baeten,BEL,"MF,FW",Go Ahead Eag,22.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Esmir Bajraktarevic,BIH,"FW,DF",PSV Eindhoven,19.0,4,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,3.0,0,0,1,0,3,0,0,0,2,0,0.0,7.5,0.0,0.0,0.0
Said Bakari,COM,DF,Sparta R'dam,29.0,26,24,2144,23.8,1,0,1,1,0,0,3,0,0.7,0.7,0.6,1.2,44,106,64,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,0.65,0,18,7,1,43,32,34,0,12,3,25.0,0.5,0.13,0.08,0.33
Johan Bakayoko,BEL,FW,PSV Eindhoven,21.0,30,17,1579,17.5,9,1,10,9,0,0,1,0,6.0,6.0,4.1,10.2,130,63,274,0.51,0.06,0.57,0.51,0.57,0.34,0.24,0.58,0.34,0.58,30.0,0,23,13,7,90,8,13,0,60,27,45.0,3.42,1.54,0.15,0.33
Nordin Bakker,NED,GK,Almere City,26.0,34,34,3050,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,1,0,0,0,0,1,1,0,0.0,0.03,0.0,0.0,0.0
Max Balard,AUS,MF,NAC Breda,23.0,33,33,2937,32.6,1,1,2,1,0,0,6,0,0.3,0.3,1.2,1.5,31,130,18,0.03,0.03,0.06,0.03,0.06,0.01,0.04,0.04,0.01,0.04,1.5,0,26,31,0,2,46,42,0,6,2,33.3,0.18,0.06,0.17,0.5
Alex Balboa,EQG,MF,Almere City,23.0,10,4,405,4.5,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.5,3,16,3,0.22,0.0,0.22,0.22,0.22,0.07,0.03,0.1,0.07,0.1,0.25,0,10,12,0,1,2,3,0,8,1,12.5,1.78,0.22,0.13,1.0
Theo Barbet,FRA,DF,Almere City,23.0,12,10,863,9.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,24,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.375,0,10,9,0,1,16,10,1,4,2,50.0,0.42,0.21,0.0,0.0
Vasilios Barkas,GRE,GK,Utrecht,30.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,0,3,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Samuel Bastien,COD,"MF,FW",Fortuna Sittard,27.0,23,13,1294,14.4,0,2,2,0,0,0,0,0,0.4,0.4,2.4,2.8,10,51,36,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.2,0.03,0.2,0.65,0,7,12,0,28,3,12,0,9,3,33.3,0.63,0.21,0.0,0.0
Riechedly Bazoer,CUW,MF,AZ Alkmaar,27.0,1,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0
Guus Beaumont,NED,MF,Almere City,22.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Beelen,NED,DF,Feyenoord,23.0,25,18,1698,18.9,1,1,2,1,0,0,1,0,0.8,0.8,0.2,1.0,27,131,8,0.05,0.05,0.11,0.05,0.11,0.04,0.01,0.05,0.04,0.05,8.0,0,15,9,2,3,28,18,0,10,3,30.0,0.53,0.16,0.1,0.33
Raffael Behounek,AUT,DF,Willem II,27.0,31,31,2777,30.9,2,1,3,2,0,0,5,1,1.6,1.6,0.5,2.1,16,125,7,0.06,0.03,0.1,0.06,0.1,0.05,0.02,0.07,0.05,0.07,0.8,0,14,10,1,4,28,19,1,7,2,28.6,0.23,0.06,0.29,1.0
Kristijan Belic,SRB,MF,AZ Alkmaar,23.0,15,6,585,6.5,1,0,1,1,0,0,4,0,0.4,0.4,0.9,1.3,10,46,15,0.15,0.0,0.15,0.15,0.15,0.06,0.13,0.2,0.06,0.2,3.5,0,17,9,0,1,11,19,0,10,5,50.0,1.54,0.77,0.1,0.2
Mimeirhel Benita,NED,DF,Heracles Almelo,20.0,29,22,2038,22.6,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,23,71,52,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,1.0,0,16,32,1,41,40,38,1,11,6,54.5,0.49,0.26,0.0,0.0
Walter Benitez,ARG,GK,PSV Eindhoven,31.0,34,34,3015,33.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Mitchell van Bergen,NED,FW,Twente,24.0,29,23,1923,21.4,3,2,5,3,0,0,0,0,3.4,3.4,2.8,6.2,121,34,220,0.14,0.09,0.23,0.14,0.23,0.16,0.13,0.29,0.16,0.29,1.5,0,5,14,9,149,7,12,0,47,21,44.68,2.2,0.98,0.06,0.14
Thom van Bergen,NED,FW,Groningen,20.0,34,29,2470,27.4,5,1,6,5,0,0,3,0,8.3,8.3,2.5,10.8,27,37,151,0.18,0.04,0.22,0.18,0.22,0.3,0.09,0.39,0.3,0.39,1.3,0,44,43,7,8,12,24,1,42,15,35.7,1.53,0.55,0.12,0.33
Steven Berghuis,NED,"FW,MF",Ajax,32.0,26,16,1429,15.9,2,5,7,1,1,2,2,0,3.8,2.2,5.6,7.8,39,97,115,0.13,0.31,0.44,0.06,0.38,0.24,0.35,0.59,0.14,0.49,3.5,0,12,10,4,110,6,9,0,33,10,30.3,2.08,0.63,0.03,0.1
Steven Bergwijn,NED,FW,Ajax,26.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.54,0.37,0.54,14.0,0,0,0,0,1,0,0,0,1,0,0.0,6.0,0.0,0.0,0.0
Gijs Besselink,NED,MF,Twente,20.0,13,3,321,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.6,0,10,3,0,1,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0
Daniel Bielica,POL,GK,NAC Breda,25.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Justin Bijlow,NED,GK,Feyenoord,26.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Adrian Blake,ENG,"FW,MF",Utrecht,19.0,17,2,468,5.2,3,2,5,3,0,0,1,0,0.8,0.8,2.0,2.8,16,17,44,0.58,0.38,0.96,0.58,0.96,0.16,0.38,0.54,0.16,0.54,0.75,0,5,12,0,15,2,8,0,16,6,37.5,3.08,1.15,0.19,0.5
Thijmen Blokzijl,NED,DF,Groningen,19.0,28,25,2226,24.7,1,0,1,1,0,0,1,1,1.0,1.0,0.0,1.1,10,78,1,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,2.0,0,11,7,0,1,36,20,0,4,3,75.0,0.16,0.12,0.25,0.33
Ofosu Boakye,,FW,Go Ahead Eag,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,0,0,2,0.0,0.0,0.0,0.0,0.0,21.21,0.0,21.21,21.21,21.21,0.0,0,0,0,0,0,0,0,0,2,1,50.0,45.0,22.5,0.0,0.0
Pawel Bochniewicz,POL,DF,Heerenveen,28.0,13,13,1109,12.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,8,62,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,2.5,0,8,7,2,2,18,5,0,8,3,37.5,0.65,0.24,0.0,0.0
Jeremy Bokila,COD,FW,Willem II,35.0,29,13,1376,15.3,3,1,4,2,1,1,7,1,3.3,2.5,0.7,3.2,13,26,51,0.2,0.07,0.26,0.13,0.2,0.21,0.04,0.26,0.16,0.21,0.1,1,52,25,10,7,1,7,0,31,11,35.5,2.03,0.72,0.06,0.18
Ruben van Bommel,NED,FW,AZ Alkmaar,19.0,24,17,1491,16.6,3,5,8,3,0,0,4,0,4.5,4.5,3.3,7.8,52,82,133,0.18,0.3,0.48,0.18,0.48,0.27,0.2,0.47,0.27,0.47,8.0,0,31,20,2,24,12,22,0,46,18,39.1,2.78,1.09,0.07,0.17
Taylor Booth,USA,FW,Twente,23.0,15,6,530,5.9,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7999999999999999,16,12,35,0.0,0.17,0.17,0.0,0.17,0.02,0.12,0.14,0.02,0.14,2.0,0,6,11,6,23,2,5,0,3,0,0.0,0.51,0.0,0.0,0.0
Olivier Boscagli,FRA,DF,PSV Eindhoven,26.0,30,30,2562,28.5,1,6,7,1,0,0,2,0,1.5,1.5,4.0,5.5,43,363,16,0.04,0.21,0.25,0.04,0.25,0.05,0.14,0.19,0.05,0.19,20.0,0,18,23,1,17,34,39,0,18,4,22.2,0.63,0.14,0.06,0.25
Jesse Bosch,NED,MF,Willem II,24.0,33,32,2713,30.1,6,0,6,6,0,0,7,0,2.6,2.6,1.9,4.5,30,81,73,0.2,0.0,0.2,0.2,0.2,0.09,0.06,0.15,0.09,0.15,0.9,0,41,26,0,27,23,37,0,43,18,41.9,1.43,0.6,0.14,0.33
Sven Bouland,NED,DF,Groningen,,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.15,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rayane Bounida,BEL,FW,Ajax,18.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Can Bozdogan,GER,MF,Utrecht,23.0,9,4,402,4.5,1,1,2,1,0,0,2,0,0.6,0.6,0.1,0.6,5,17,11,0.22,0.22,0.45,0.22,0.45,0.13,0.01,0.15,0.13,0.15,3.5,0,8,7,0,3,4,6,0,6,1,16.7,1.34,0.22,0.17,1.0
Mattijs Branderhorst,NED,GK,Fortuna Sittard,30.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,3,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Oliver Braude,NOR,DF,Heerenveen,20.0,33,31,2607,29.0,0,2,2,0,0,0,10,0,0.4,0.4,0.8,1.2,70,167,66,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,4.0,0,44,54,0,45,35,68,0,18,2,11.1,0.62,0.07,0.0,0.0
Myron van Brederode,NED,FW,AZ Alkmaar,21.0,3,2,171,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,12,14,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,3.0,0,3,4,0,0,0,0,0,2,0,0.0,1.05,0.0,0.0,0.0
Michael Bresser,NED,DF,PSV Eindhoven,17.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jakob Breum,DEN,"MF,FW",Go Ahead Eag,20.0,26,23,2059,22.9,10,5,15,10,0,0,4,0,6.3,6.3,4.0,10.3,46,125,131,0.44,0.22,0.66,0.44,0.66,0.28,0.17,0.45,0.28,0.45,5.0,0,8,31,6,88,6,13,0,58,22,37.9,2.54,0.96,0.17,0.45
Brian Brobbey,NED,FW,Ajax,22.0,30,22,1555,17.3,4,3,7,4,0,0,6,0,10.2,10.2,1.5,11.8,18,19,168,0.23,0.17,0.41,0.23,0.41,0.59,0.09,0.68,0.59,0.68,22.0,0,36,50,9,1,3,4,0,41,12,29.3,2.37,0.69,0.1,0.33
Michael Brouwer,NED,GK,Utrecht,31.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luuk Brouwers,NED,MF,Heerenveen,26.0,24,23,1908,21.2,3,2,5,3,0,0,5,0,3.5,3.5,1.2,4.7,25,87,80,0.14,0.09,0.24,0.14,0.24,0.16,0.06,0.22,0.16,0.22,2.5,0,38,15,1,9,23,19,0,28,12,42.9,1.32,0.57,0.11,0.25
Jordy Bruijn,NED,MF,Heracles Almelo,28.0,9,3,307,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,7,12,15,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18,0.3,0,7,6,0,10,1,4,0,8,0,0.0,2.35,0.0,0.0,0.0
Max Bruns,NED,DF,Twente,21.0,23,19,1635,18.2,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,23,81,3,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,2.5,0,18,10,2,3,20,10,0,5,1,20.0,0.28,0.06,0.0,0.0
Thomas Bruns,NED,"MF,FW",Heracles Almelo,32.0,22,14,1155,12.8,3,2,5,3,0,0,5,0,2.6,2.6,2.6,5.2,18,40,42,0.23,0.16,0.39,0.23,0.39,0.2,0.2,0.4,0.2,0.4,0.25,0,23,24,3,106,3,21,0,24,7,29.2,1.87,0.55,0.13,0.43
Charles-Andreas Brym,CAN,FW,Almere City,25.0,29,18,1597,17.7,3,3,6,3,0,0,1,0,5.8,5.8,2.6,8.4,25,30,87,0.17,0.17,0.34,0.17,0.34,0.33,0.15,0.47,0.33,0.47,0.45,0,26,40,9,11,2,10,0,42,16,38.1,2.37,0.9,0.07,0.19
Hugo Bueno,ESP,DF,Feyenoord,21.0,20,14,1197,13.3,0,3,3,0,0,0,1,0,0.5,0.5,2.5,3.0,61,48,79,0.0,0.23,0.23,0.0,0.23,0.03,0.19,0.22,0.03,0.22,8.0,0,7,9,0,50,10,16,0,10,1,10.0,0.75,0.08,0.0,0.0
Thomas Buitink,NED,"FW,MF",Zwolle,24.0,13,2,246,2.7,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,2,5,16,0.0,0.0,0.0,0.0,0.0,0.39,0.08,0.47,0.39,0.47,0.4,0,11,3,2,6,0,0,0,7,4,57.1,2.56,1.46,0.0,0.0
Ezequiel Bullaude,ARG,"MF,FW",Fortuna Sittard,23.0,28,25,2058,22.9,6,1,7,5,1,2,2,0,6.1,4.5,1.7,6.3,15,46,67,0.26,0.04,0.31,0.22,0.26,0.27,0.08,0.34,0.2,0.27,2.5,0,38,29,4,7,12,24,0,39,14,35.9,1.71,0.61,0.13,0.36
Abdurrahman Burak Sayin,,FW,Fortuna Sittard,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maxime Busi,BEL,DF,NAC Breda,24.0,13,9,862,9.6,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,25,41,43,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,1.0,0,11,4,0,22,7,14,0,5,0,0.0,0.52,0.0,0.0,0.0
Zico Buurmeester,NED,"MF,FW",AZ Alkmaar,22.0,27,12,1195,13.3,4,1,5,4,0,0,0,0,2.9,2.9,1.1,4.1,21,61,40,0.3,0.08,0.38,0.3,0.38,0.22,0.09,0.31,0.22,0.31,3.5,0,18,7,1,14,13,17,1,20,8,40.0,1.51,0.6,0.2,0.5
Alex Carbonell,ESP,MF,Almere City,26.0,11,0,238,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,3,34,6,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.26,0.03,0.26,0.4,0,1,5,0,7,2,4,0,1,0,0.0,0.38,0.0,0.0,0.0
Juan Carlos Familia,DOM,"DF,FW",RKC Waalwijk,24.0,24,18,1535,17.1,0,3,3,0,0,0,2,0,0.1,0.1,2.4,2.5,48,65,77,0.0,0.18,0.18,0.0,0.18,0.01,0.14,0.15,0.01,0.15,0.5,0,12,13,0,105,9,28,0,6,2,33.3,0.35,0.12,0.0,0.0
Julian Carranza,ARG,FW,Feyenoord,24.0,21,9,822,9.1,4,1,5,4,0,0,1,0,5.8,5.8,0.8,6.5,4,17,39,0.44,0.11,0.55,0.44,0.55,0.63,0.09,0.72,0.63,0.72,5.0,0,20,19,5,1,1,5,0,21,7,33.3,2.3,0.77,0.19,0.57
Stephano Carrillo,MEX,FW,Feyenoord,18.0,3,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,8,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,2.5,0,2,3,1,0,0,1,0,1,0,0.0,1.73,0.0,0.0,0.0
Yoann Cathline,FRA,FW,Utrecht,22.0,25,23,1945,21.6,6,5,11,6,0,0,1,0,3.3,3.3,3.0,6.3,111,68,186,0.28,0.23,0.51,0.28,0.51,0.15,0.14,0.29,0.15,0.29,8.0,0,14,31,4,65,6,21,0,64,16,25.0,2.96,0.74,0.09,0.38
Kayky Chagas,BRA,"FW,DF",Sparta R'dam,21.0,6,2,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,7,3,13,0.0,0.0,0.0,0.0,0.0,0.38,0.06,0.45,0.38,0.45,6.0,0,1,1,0,5,1,1,0,5,3,60.0,3.75,2.25,0.0,0.0
